snapshot_date,requisition_id,requisition_title,business_unit_code,job_family_code,job_level_code,work_location,hiring_manager_id,recruiter_id,requisition_status,approval_date,target_hire_date,target_offer_acceptance_date,requested_positions,openings_position,cancelled_positions,hiring_constraint_code,updated_at,extracted_at
2024-08-31,REQ-2024-00222,Associate Data Engineer,ENG,DAT,L1,Dublin,HM-0040,REC-19,cancelled,2024-01-12,2024-02-19,2024-01-24,0,0,1,no_material_constraint,2024-07-31T18:41:10Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00228,IT Systems Engineer,ENG,ITS,L2,Remote,HM-0058,REC-17,cancelled,2024-01-12,2024-06-01,2024-05-02,0,0,1,no_material_constraint,2024-08-31T18:06:44Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00230,Lead Data Engineer,ENG,DAT,L4,Toronto,HM-0079,REC-18,open,2024-01-12,2024-04-08,2024-02-23,1,1,0,no_material_constraint,2024-08-31T08:03:28Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00232,Senior Software Engineer,ENG,SWE,L3,Remote,HM-0047,REC-19,open,2024-01-12,2024-05-27,2024-04-18,1,1,0,qualified_candidates,2024-06-30T10:46:33Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00234,Data Engineer,ENG,DAT,L2,Toronto,HM-0080,REC-19,open,2024-01-12,2024-11-07,2024-10-08,1,1,0,qualified_candidates,2024-08-11T11:10:14Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00235,Director Marketing Specialist,PRD,MKT,L6,Berlin,HM-0097,REC-04,open,2024-01-12,2024-10-28,2024-08-12,1,1,0,candidate_availability,2024-08-31T17:57:52Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00236,Associate Operations Specialist,OPS,OPS,L1,Berlin,HM-0036,REC-17,filled,2024-01-12,2024-10-28,2024-09-28,1,0,0,no_material_constraint,2024-08-21T17:33:43Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00243,Manager Data Engineer,CSX,DAT,L5,Toronto,HM-0038,REC-18,open,2024-01-14,2024-05-20,2024-05-05,1,1,0,qualified_candidates,2024-07-31T14:11:55Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00244,Senior Data Engineer,ENG,DAT,L3,Dublin,HM-0150,REC-22,open,2024-01-14,2024-06-12,2024-05-21,1,1,0,niche_skills,2024-05-31T17:43:56Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00250,Manager IT Systems Engineer,ENG,ITS,L5,Dublin,HM-0159,REC-06,cancelled,2024-01-14,2024-03-11,2024-01-21,0,0,1,no_material_constraint,2024-07-31T14:12:46Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00251,Software Engineer,ENG,SWE,L2,Austin,HM-0051,REC-02,filled,2024-01-14,2024-08-16,2024-07-10,1,0,0,hiring_manager_delay,2024-06-06T10:20:44Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00253,Associate Software Engineer,ENG,SWE,L1,Toronto,HM-0003,REC-15,open,2024-01-14,2024-08-11,2024-07-20,1,1,0,qualified_candidates,2024-07-31T10:12:30Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00254,Associate IT Systems Engineer,GNA,ITS,L1,London,HM-0015,REC-03,open,2024-01-14,2024-06-10,2024-05-17,1,1,0,qualified_candidates,2024-08-31T18:22:05Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00257,Senior Account Executive,SAL,SLS,L3,Berlin,HM-0095,REC-17,filled,2024-01-15,2024-04-12,2024-03-29,8,0,0,compensation,2024-06-21T12:23:45Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00260,Lead Software Engineer,ENG,SWE,L4,London,HM-0019,REC-11,cancelled,2024-01-15,2024-02-05,2024-01-22,0,0,1,no_material_constraint,2024-08-31T11:12:35Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00261,Manager Software Engineer,ENG,SWE,L5,Dublin,HM-0122,REC-17,cancelled,2024-01-15,2024-07-10,2024-06-26,0,0,1,no_material_constraint,2024-07-31T09:26:24Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00262,Lead Software Engineer,ENG,SWE,L4,Dublin,HM-0127,REC-08,filled,2024-01-15,2024-04-18,2024-04-04,1,0,0,interview_capacity,2024-05-10T10:57:43Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00263,Associate Product Manager,PRD,PDM,L1,Berlin,HM-0115,REC-05,open,2024-01-15,2024-07-01,2024-06-17,1,1,0,qualified_candidates,2024-06-30T16:24:42Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00264,Associate Software Engineer,ENG,SWE,L1,Remote,HM-0030,REC-03,cancelled,2024-01-15,2024-03-24,2024-03-10,0,0,1,no_material_constraint,2024-07-31T15:28:48Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00265,Data Engineer,ENG,DAT,L2,Austin,HM-0103,REC-19,cancelled,2024-01-15,2024-02-12,2024-01-22,0,0,1,no_material_constraint,2024-07-31T13:33:52Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00267,Data Engineer,ENG,DAT,L2,Austin,HM-0088,REC-01,cancelled,2024-01-15,2024-02-19,2024-01-22,0,0,1,no_material_constraint,2024-07-31T15:28:32Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00268,Data Engineer,PRD,DAT,L2,Berlin,HM-0135,REC-13,filled,2024-01-15,2024-05-12,2024-04-09,1,0,0,qualified_candidates,2024-07-21T12:44:32Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00269,Associate Software Engineer,ENG,SWE,L1,Dublin,HM-0096,REC-06,filled,2024-01-15,2024-02-26,2024-02-04,1,0,0,interview_capacity,2024-05-10T17:41:10Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00280,IT Systems Engineer,GNA,ITS,L2,Austin,HM-0050,REC-14,filled,2024-01-15,2024-07-08,2024-06-05,2,0,0,no_material_constraint,2024-08-28T11:20:09Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00287,Senior IT Systems Engineer,ENG,ITS,L3,Austin,HM-0060,REC-21,open,2024-01-16,2024-09-23,2024-08-24,2,2,0,qualified_candidates,2024-08-31T10:21:55Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00290,Account Executive,SAL,SLS,L2,Berlin,HM-0054,REC-14,filled,2024-01-16,2025-01-06,2024-12-07,1,0,0,qualified_candidates,2024-06-02T17:18:38Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00292,Lead People Partner,GNA,PPL,L4,Toronto,HM-0116,REC-06,filled,2024-01-17,2024-04-27,2024-04-08,1,0,0,compensation,2024-07-25T09:39:41Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00293,Director IT Systems Engineer,ENG,ITS,L6,London,HM-0035,REC-22,cancelled,2024-01-17,2024-02-12,2024-01-24,0,0,1,no_material_constraint,2024-05-31T18:52:02Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00297,Data Engineer,PRD,DAT,L2,Austin,HM-0140,REC-10,open,2024-01-17,2024-03-18,2024-02-08,1,1,0,niche_skills,2024-08-31T09:47:18Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00299,Senior Operations Specialist,OPS,OPS,L3,Berlin,HM-0149,REC-04,filled,2024-01-17,2024-07-29,2024-06-26,2,0,0,no_material_constraint,2024-06-14T15:34:01Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00300,Senior Software Engineer,ENG,SWE,L3,London,HM-0027,REC-13,open,2024-01-17,2024-06-10,2024-05-02,2,1,0,interview_capacity,2024-08-31T18:03:54Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00302,Director IT Systems Engineer,ENG,ITS,L6,Remote,HM-0023,REC-14,open,2024-01-17,2024-08-19,2024-05-27,1,1,0,hiring_manager_delay,2024-08-31T18:34:18Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00303,Senior Operations Specialist,OPS,OPS,L3,London,HM-0002,REC-05,filled,2024-01-18,2024-04-26,2024-04-08,5,0,0,candidate_availability,2024-05-12T13:07:30Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00307,Senior Data Engineer,OPS,DAT,L3,Dublin,HM-0126,REC-05,open,2024-01-18,2024-02-26,2024-01-26,1,1,0,niche_skills,2024-08-31T15:08:10Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00317,Data Engineer,ENG,DAT,L2,Toronto,HM-0110,REC-06,open,2024-01-19,2024-08-26,2024-07-19,1,1,0,niche_skills,2024-08-31T14:46:23Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00321,Senior Customer Success Manager,CSX,CSM,L3,Remote,HM-0073,REC-19,filled,2024-01-19,2024-08-12,2024-07-06,2,0,0,no_material_constraint,2024-06-15T16:36:53Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00328,Associate Account Executive,SAL,SLS,L1,Austin,HM-0160,REC-04,filled,2024-01-20,2024-03-18,2024-02-23,1,0,0,hiring_manager_delay,2024-06-11T08:15:09Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00329,Lead Customer Success Manager,CSX,CSM,L4,Toronto,HM-0077,REC-16,filled,2024-01-20,2024-05-06,2024-03-18,1,0,0,compensation,2024-07-04T10:08:16Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00331,Lead Data Engineer,OPS,DAT,L4,Berlin,HM-0159,REC-12,open,2024-01-20,2024-05-27,2024-04-11,1,1,0,niche_skills,2024-04-30T16:08:17Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00333,IT Systems Engineer,OPS,ITS,L2,Austin,HM-0075,REC-17,open,2024-01-20,2024-08-26,2024-07-19,1,1,0,hiring_manager_delay,2024-08-31T12:21:08Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00335,Senior Account Executive,SAL,SLS,L3,Austin,HM-0106,REC-12,filled,2024-01-21,2024-02-12,2024-01-28,1,0,0,qualified_candidates,2024-05-10T17:49:36Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00338,Manager Software Engineer,ENG,SWE,L5,Berlin,HM-0081,REC-08,cancelled,2024-01-21,2024-07-17,2024-06-25,0,0,1,no_material_constraint,2024-07-31T18:32:22Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00339,Financial Analyst,GNA,FIN,L2,Remote,HM-0140,REC-02,open,2024-01-21,2024-07-14,2024-06-22,1,1,0,qualified_candidates,2024-08-31T09:21:25Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00340,Associate Data Engineer,ENG,DAT,L1,Remote,HM-0090,REC-13,cancelled,2024-01-21,2024-05-01,2024-04-10,0,0,1,no_material_constraint,2024-07-31T19:26:07Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00345,Senior Data Engineer,ENG,DAT,L3,Dublin,HM-0112,REC-11,filled,2024-01-21,2024-04-22,2024-03-17,1,0,0,niche_skills,2024-05-16T17:29:33Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00347,Account Executive,SAL,SLS,L2,Remote,HM-0084,REC-11,filled,2024-01-21,2024-06-03,2024-04-30,2,0,0,compensation,2024-07-21T14:01:02Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00353,Director IT Systems Engineer,OPS,ITS,L6,Austin,HM-0044,REC-16,open,2024-01-23,2024-05-20,2024-03-05,1,1,0,qualified_candidates,2024-08-31T16:20:57Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00358,Senior Product Manager,PRD,PDM,L3,Toronto,HM-0090,REC-22,open,2024-01-24,2024-11-11,2024-10-03,2,1,0,no_material_constraint,2024-07-28T17:31:14Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00363,Associate Product Manager,PRD,PDM,L1,Austin,HM-0018,REC-07,open,2024-01-29,2024-07-08,2024-06-09,1,1,0,qualified_candidates,2024-07-31T08:28:04Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00365,Manager People Partner,GNA,PPL,L5,Austin,HM-0147,REC-01,filled,2024-01-30,2024-04-08,2024-02-06,1,0,0,compensation,2024-05-31T16:00:19Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00368,Associate Software Engineer,ENG,SWE,L1,Toronto,HM-0127,REC-07,filled,2024-02-01,2024-05-23,2024-04-26,1,0,0,candidate_availability,2024-07-02T15:51:31Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00369,Senior Software Engineer,ENG,SWE,L3,Remote,HM-0155,REC-07,open,2024-02-01,2024-10-21,2024-09-16,1,1,0,no_material_constraint,2024-02-01T15:56:02Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00370,Senior Product Manager,PRD,PDM,L3,London,HM-0079,REC-09,filled,2024-02-02,2024-05-22,2024-04-28,2,0,0,interview_capacity,2024-08-08T15:54:54Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00373,Lead Software Engineer,ENG,SWE,L4,Austin,HM-0111,REC-22,open,2024-02-03,2024-06-03,2024-04-11,1,1,0,qualified_candidates,2024-08-31T11:32:50Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00374,Operations Specialist,OPS,OPS,L2,London,HM-0099,REC-17,filled,2024-02-04,2024-06-06,2024-05-08,2,0,0,no_material_constraint,2024-05-28T17:45:07Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00375,Customer Success Manager,CSX,CSM,L2,London,HM-0092,REC-06,filled,2024-02-05,2024-05-11,2024-04-08,1,0,0,compensation,2024-06-15T09:24:38Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00382,Associate IT Systems Engineer,ENG,ITS,L1,Austin,HM-0152,REC-08,filled,2024-02-08,2024-05-20,2024-04-25,1,0,0,candidate_availability,2024-05-13T14:43:37Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00385,Senior Customer Success Manager,CSX,CSM,L3,Austin,HM-0064,REC-05,filled,2024-02-09,2024-04-22,2024-03-20,2,0,0,candidate_availability,2024-07-18T10:20:13Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00387,Data Engineer,ENG,DAT,L2,Berlin,HM-0107,REC-13,open,2024-02-09,2024-07-25,2024-06-18,2,1,0,candidate_availability,2024-06-30T18:59:26Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00389,Lead Software Engineer,ENG,SWE,L4,Berlin,HM-0091,REC-01,open,2024-02-10,2024-04-22,2024-03-03,1,1,0,interview_capacity,2024-06-30T08:05:03Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00397,Associate Data Engineer,OPS,DAT,L1,Berlin,HM-0144,REC-01,open,2024-02-13,2024-09-04,2024-08-09,1,1,0,niche_skills,2024-08-31T19:50:42Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00399,Senior Data Engineer,ENG,DAT,L3,Remote,HM-0082,REC-08,open,2024-02-14,2024-10-14,2024-09-06,1,1,0,no_material_constraint,2024-02-14T16:09:47Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00400,Senior Software Engineer,ENG,SWE,L3,Austin,HM-0030,REC-17,open,2024-02-14,2024-10-28,2024-09-26,1,1,0,niche_skills,2024-03-31T16:32:28Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00401,Software Engineer,ENG,SWE,L2,Dublin,HM-0003,REC-13,open,2024-02-15,2024-06-24,2024-05-16,1,1,0,niche_skills,2024-08-31T18:09:56Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00403,Associate Product Manager,PRD,PDM,L1,London,HM-0017,REC-13,open,2024-02-16,2024-05-13,2024-04-21,1,1,0,qualified_candidates,2024-08-31T15:14:28Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00404,Associate Software Engineer,ENG,SWE,L1,Toronto,HM-0034,REC-03,filled,2024-02-16,2024-06-10,2024-05-11,1,0,0,no_material_constraint,2024-05-09T18:08:05Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00406,Senior Data Engineer,ENG,DAT,L3,Toronto,HM-0006,REC-09,open,2024-02-17,2024-08-05,2024-07-06,1,1,0,niche_skills,2024-07-31T12:03:03Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00407,Senior Customer Success Manager,CSX,CSM,L3,London,HM-0134,REC-22,filled,2024-02-18,2024-04-29,2024-03-22,3,0,0,compensation,2024-05-30T11:24:38Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00408,Associate Software Engineer,ENG,SWE,L1,London,HM-0046,REC-19,filled,2024-02-18,2024-05-20,2024-04-26,1,0,0,hiring_manager_delay,2024-05-11T17:15:35Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00411,Lead Software Engineer,ENG,SWE,L4,Dublin,HM-0061,REC-12,cancelled,2024-02-20,2024-04-15,2024-02-27,0,0,1,no_material_constraint,2024-05-31T17:34:29Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00412,Software Engineer,ENG,SWE,L2,Toronto,HM-0140,REC-22,filled,2024-02-20,2024-11-04,2024-09-28,2,0,0,no_material_constraint,2024-05-31T19:35:17Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00413,Lead Software Engineer,ENG,SWE,L4,Berlin,HM-0131,REC-19,open,2024-02-21,2024-04-29,2024-03-15,1,1,0,qualified_candidates,2024-04-30T10:27:32Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00419,Senior People Partner,GNA,PPL,L3,Berlin,HM-0122,REC-07,open,2024-02-23,2024-11-04,2024-10-02,1,1,0,qualified_candidates,2024-04-30T19:29:57Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00420,Customer Success Manager,CSX,CSM,L2,Remote,HM-0029,REC-21,filled,2024-02-24,2024-07-02,2024-05-28,2,0,0,no_material_constraint,2024-05-04T19:32:03Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00421,Marketing Specialist,PRD,MKT,L2,Austin,HM-0048,REC-17,open,2024-02-24,2024-10-08,2024-09-08,1,1,0,hiring_manager_delay,2024-08-31T12:59:43Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00423,Director Account Executive,SAL,SLS,L6,Toronto,HM-0065,REC-11,filled,2024-02-25,2024-06-03,2024-03-14,1,0,0,qualified_candidates,2024-08-09T13:50:45Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00425,Director Marketing Specialist,PRD,MKT,L6,Austin,HM-0053,REC-05,open,2024-02-26,2024-08-05,2024-05-21,1,1,0,qualified_candidates,2024-08-31T12:28:47Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00427,Director Data Engineer,ENG,DAT,L6,Dublin,HM-0001,REC-17,filled,2024-02-27,2024-07-22,2024-05-02,1,0,0,no_material_constraint,2024-05-12T09:57:43Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00428,Data Engineer,OPS,DAT,L2,London,HM-0100,REC-20,open,2024-02-28,2024-07-29,2024-06-21,3,2,0,no_material_constraint,2024-08-31T08:34:22Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00429,Senior Software Engineer,ENG,SWE,L3,Dublin,HM-0147,REC-12,open,2024-02-28,2024-10-07,2024-09-05,1,1,0,interview_capacity,2024-04-30T12:26:03Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00432,IT Systems Engineer,OPS,ITS,L2,Dublin,HM-0158,REC-12,cancelled,2024-03-01,2024-08-15,2024-07-15,0,0,1,no_material_constraint,2024-08-31T19:33:30Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00435,Financial Analyst,GNA,FIN,L2,Toronto,HM-0089,REC-04,open,2024-03-02,2024-05-13,2024-04-12,1,1,0,qualified_candidates,2024-08-31T08:43:06Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00436,Senior Marketing Specialist,SAL,MKT,L3,Berlin,HM-0066,REC-19,open,2024-03-03,2024-04-01,2024-03-10,1,1,0,qualified_candidates,2024-04-30T15:21:19Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00444,Manager Customer Success Manager,CSX,CSM,L5,Austin,HM-0147,REC-18,open,2024-03-05,2024-06-10,2024-04-08,1,1,0,qualified_candidates,2024-05-31T13:30:14Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00448,Associate IT Systems Engineer,ENG,ITS,L1,London,HM-0048,REC-14,filled,2024-03-07,2024-08-15,2024-07-22,1,0,0,no_material_constraint,2024-06-29T17:41:16Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00454,Manager Account Executive,SAL,SLS,L5,Dublin,HM-0114,REC-08,filled,2024-03-09,2024-06-17,2024-04-13,1,0,0,interview_capacity,2024-05-15T11:51:56Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00455,Director Data Engineer,OPS,DAT,L6,London,HM-0092,REC-12,filled,2024-03-10,2024-04-15,2024-03-17,1,0,0,hiring_manager_delay,2024-05-30T09:51:33Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00459,Account Executive,SAL,SLS,L2,Remote,HM-0073,REC-06,filled,2024-03-11,2024-07-08,2024-06-06,3,0,0,no_material_constraint,2024-05-11T09:37:56Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00461,Software Engineer,ENG,SWE,L2,Berlin,HM-0122,REC-07,filled,2024-03-12,2024-07-08,2024-06-01,3,0,0,no_material_constraint,2024-05-22T09:21:42Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00463,Senior Account Executive,SAL,SLS,L3,Berlin,HM-0096,REC-09,filled,2024-03-13,2024-05-27,2024-04-25,3,0,0,interview_capacity,2024-05-08T10:49:02Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00464,Manager Data Engineer,ENG,DAT,L5,London,HM-0104,REC-11,open,2024-03-13,2024-06-24,2024-04-16,1,1,0,qualified_candidates,2024-04-30T17:08:12Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00466,Senior People Partner,GNA,PPL,L3,Berlin,HM-0134,REC-20,filled,2024-03-14,2024-07-15,2024-06-13,1,0,0,candidate_availability,2024-07-02T14:23:40Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00467,Lead Software Engineer,ENG,SWE,L4,London,HM-0105,REC-08,open,2024-03-15,2024-08-18,2024-07-11,1,1,0,qualified_candidates,2024-08-31T14:41:13Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00468,Senior Software Engineer,ENG,SWE,L3,Toronto,HM-0050,REC-17,filled,2024-03-15,2024-09-05,2024-07-27,1,0,0,no_material_constraint,2024-07-13T15:34:07Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00470,Marketing Specialist,PRD,MKT,L2,London,HM-0039,REC-07,filled,2024-03-16,2024-06-17,2024-05-17,2,0,0,no_material_constraint,2024-05-06T15:27:40Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00474,Associate Data Engineer,ENG,DAT,L1,Austin,HM-0091,REC-17,open,2024-03-18,2025-02-03,2025-01-09,1,1,0,no_material_constraint,2024-03-18T13:43:18Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00475,Senior Data Engineer,ENG,DAT,L3,Toronto,HM-0045,REC-09,filled,2024-03-19,2024-07-16,2024-06-12,1,0,0,hiring_manager_delay,2024-05-09T15:44:13Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00476,Associate Account Executive,SAL,SLS,L1,Berlin,HM-0038,REC-22,filled,2024-03-19,2024-10-14,2024-09-13,5,0,0,no_material_constraint,2024-06-04T14:37:37Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00477,Manager Customer Success Manager,CSX,CSM,L5,Dublin,HM-0041,REC-21,filled,2024-03-19,2025-01-13,2024-11-13,1,0,0,compensation,2024-06-11T19:25:21Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00478,Software Engineer,ENG,SWE,L2,Berlin,HM-0077,REC-20,filled,2024-03-20,2024-07-18,2024-06-08,1,0,0,interview_capacity,2024-08-08T10:58:09Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00481,Lead Software Engineer,ENG,SWE,L4,Toronto,HM-0012,REC-13,open,2024-03-20,2024-08-19,2024-06-26,1,1,0,interview_capacity,2024-07-31T14:23:06Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00482,Senior Customer Success Manager,CSX,CSM,L3,Dublin,HM-0159,REC-14,filled,2024-03-21,2024-05-13,2024-04-09,3,0,0,interview_capacity,2024-05-10T11:29:49Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00483,Senior Account Executive,SAL,SLS,L3,London,HM-0071,REC-08,filled,2024-03-21,2024-05-13,2024-04-06,3,0,0,compensation,2024-05-09T10:27:04Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00484,Manager People Partner,GNA,PPL,L5,London,HM-0048,REC-10,cancelled,2024-03-21,2024-06-10,2024-04-04,0,0,1,no_material_constraint,2024-05-31T18:24:29Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00485,IT Systems Engineer,ENG,ITS,L2,Dublin,HM-0058,REC-04,filled,2024-03-21,2024-06-17,2024-05-11,1,0,0,no_material_constraint,2024-05-29T19:44:30Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00486,Senior Software Engineer,ENG,SWE,L3,Remote,HM-0088,REC-20,filled,2024-03-21,2024-07-01,2024-05-30,1,0,0,interview_capacity,2024-06-06T16:39:36Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00487,Associate Data Engineer,ENG,DAT,L1,Berlin,HM-0040,REC-01,open,2024-03-21,2024-07-22,2024-06-23,1,1,0,niche_skills,2024-06-30T14:35:44Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00489,Marketing Specialist,PRD,MKT,L2,London,HM-0060,REC-10,open,2024-03-23,2024-08-14,2024-07-10,1,1,0,candidate_availability,2024-07-31T14:30:35Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00491,Manager IT Systems Engineer,ENG,ITS,L5,Austin,HM-0013,REC-22,open,2024-03-25,2024-06-26,2024-05-22,1,1,0,qualified_candidates,2024-08-31T17:25:16Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00492,Marketing Specialist,SAL,MKT,L2,Austin,HM-0095,REC-11,filled,2024-03-25,2024-09-16,2024-08-14,1,0,0,no_material_constraint,2024-05-16T08:17:01Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00493,Senior Account Executive,SAL,SLS,L3,Austin,HM-0073,REC-13,open,2024-03-25,2025-03-03,2025-01-28,1,1,0,no_material_constraint,2024-03-25T14:16:59Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00494,IT Systems Engineer,ENG,ITS,L2,Austin,HM-0160,REC-05,open,2024-03-26,2024-05-06,2024-04-02,3,3,0,niche_skills,2024-04-30T12:15:37Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00495,Account Executive,SAL,SLS,L2,London,HM-0008,REC-20,filled,2024-03-27,2024-08-19,2024-07-14,2,0,0,candidate_availability,2024-06-07T18:19:24Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00496,Lead Data Engineer,ENG,DAT,L4,Toronto,HM-0128,REC-16,open,2024-03-27,2024-09-09,2024-07-19,1,1,0,niche_skills,2024-08-31T16:13:32Z,2026-05-31T23:59:59Z
2024-08-31,REQ-2024-00498,Software Engineer,ENG,SWE,L2,Austin,HM-0023,REC-06,filled,2024-03-28,2024-10-28,2024-09-26,1,0,0,no_material_constraint,2024-08-18T08:33:52Z,2026-05-31T23:59:59Z
