worker_event_id,worker_id,candidate_id,application_id,requisition_id,event_type,event_date,termination_reason,updated_at,extracted_at
WE-0000955,W-100855,CAND-0018898,APP-0019188,REQ-2024-00858,start,2024-09-23,,2024-09-24T14:56:26Z,2026-05-31T23:59:59Z
WE-0000956,W-100812,CAND-0010712,APP-0018116,REQ-2024-00770,termination,2024-09-25,involuntary_performance,2024-09-25T19:43:28Z,2026-05-31T23:59:59Z
WE-0000957,W-100856,CAND-0016237,APP-0016449,REQ-2024-00631,start,2024-09-30,,2024-10-03T16:45:42Z,2026-05-31T23:59:59Z
WE-0000958,W-100857,CAND-0016494,APP-0016715,REQ-2024-00740,start,2024-09-30,,2024-09-30T10:55:35Z,2026-05-31T23:59:59Z
WE-0000959,W-100857,CAND-0016494,APP-0016715,REQ-2024-00740,start,2024-09-30,,2024-10-11T19:23:29Z,2026-05-31T23:59:59Z
WE-0000960,W-100858,CAND-0016536,APP-0016760,REQ-2024-00665,start,2024-09-30,,2024-10-01T18:56:22Z,2026-05-31T23:59:59Z
WE-0000961,W-100859,CAND-0016976,APP-0017209,REQ-2024-00714,start,2024-09-30,,2024-09-30T18:30:24Z,2026-05-31T23:59:59Z
WE-0000962,W-100860,CAND-0017100,APP-0017336,REQ-2024-00220,start,2024-09-30,,2024-10-02T10:54:50Z,2026-05-31T23:59:59Z
WE-0000963,W-100861,CAND-0017238,APP-0017479,REQ-2024-00775,start,2024-09-30,,2024-09-30T17:54:52Z,2026-05-31T23:59:59Z
WE-0000964,W-100862,CAND-0017487,APP-0017738,REQ-2024-00800,start,2024-09-30,,2024-10-01T16:15:11Z,2026-05-31T23:59:59Z
WE-0000965,W-100863,CAND-0017618,APP-0017875,REQ-2024-00802,start,2024-09-30,,2024-10-03T14:30:49Z,2026-05-31T23:59:59Z
WE-0000966,W-100864,CAND-0017619,APP-0017876,REQ-2024-00802,start,2024-09-30,,2024-09-30T11:00:51Z,2026-05-31T23:59:59Z
WE-0000967,W-100865,CAND-0017620,APP-0017878,REQ-2024-00811,start,2024-09-30,,2024-10-01T11:52:21Z,2026-05-31T23:59:59Z
WE-0000968,W-100866,CAND-0018011,APP-0018277,REQ-2024-00820,start,2024-09-30,,2024-09-30T14:56:36Z,2026-05-31T23:59:59Z
WE-0000969,W-100867,CAND-0018185,APP-0018457,REQ-2024-00804,start,2024-09-30,,2024-10-01T17:20:50Z,2026-05-31T23:59:59Z
WE-0000970,W-100868,CAND-0018283,APP-0018559,REQ-2024-00600,start,2024-09-30,,2024-10-02T18:41:27Z,2026-05-31T23:59:59Z
WE-0000971,W-100869,CAND-0018584,APP-0018869,REQ-2024-00840,start,2024-09-30,,2024-10-03T18:14:25Z,2026-05-31T23:59:59Z
WE-0000972,W-100870,CAND-0018958,APP-0019248,REQ-2024-00853,start,2024-09-30,,2024-09-30T11:18:19Z,2026-05-31T23:59:59Z
WE-0000973,W-100871,CAND-0018963,APP-0019253,REQ-2024-00072,start,2024-09-30,,2024-09-30T17:01:33Z,2026-05-31T23:59:59Z
WE-0000974,W-100854,CAND-0018833,APP-0019120,REQ-2024-00853,termination,2024-10-03,involuntary_probation,2024-10-08T15:32:30Z,2026-05-31T23:59:59Z
WE-0000975,W-100816,CAND-0014853,APP-0015026,REQ-2024-00685,termination,2024-10-04,involuntary_probation,2024-10-07T09:15:04Z,2026-05-31T23:59:59Z
WE-0000976,W-100872,CAND-0014267,APP-0014429,REQ-2024-00643,start,2024-10-07,,2024-10-09T16:24:02Z,2026-05-31T23:59:59Z
WE-0000977,W-100873,CAND-0016637,APP-0016863,REQ-2024-00720,start,2024-10-07,,2024-10-09T11:26:44Z,2026-05-31T23:59:59Z
WE-0000978,W-100874,CAND-0017188,APP-0017427,REQ-2024-00649,start,2024-10-07,,2024-10-09T13:52:37Z,2026-05-31T23:59:59Z
WE-0000979,W-100875,CAND-0000832,APP-0017820,REQ-2024-00509,start,2024-10-07,,2024-10-07T18:42:59Z,2026-05-31T23:59:59Z
WE-0000980,W-100876,CAND-0017886,APP-0018151,REQ-2024-00149,start,2024-10-07,,2024-10-10T08:06:48Z,2026-05-31T23:59:59Z
WE-0000981,W-100877,CAND-0017969,APP-0018234,REQ-2024-00663,start,2024-10-07,,2024-10-10T12:50:22Z,2026-05-31T23:59:59Z
WE-0000982,W-100878,CAND-0018031,APP-0018297,REQ-2024-00657,start,2024-10-07,,2024-10-08T19:02:12Z,2026-05-31T23:59:59Z
WE-0000983,W-100878,CAND-0018031,APP-0018297,REQ-2024-00657,start,2024-10-07,,2024-10-18T09:49:22Z,2026-05-31T23:59:59Z
WE-0000984,W-100879,CAND-0018071,APP-0018338,REQ-2024-00817,start,2024-10-07,,2024-10-08T08:29:53Z,2026-05-31T23:59:59Z
WE-0000985,W-100880,CAND-0018244,APP-0018518,REQ-2024-00802,start,2024-10-07,,2024-10-09T16:37:43Z,2026-05-31T23:59:59Z
WE-0000986,W-100881,CAND-0018281,APP-0018557,REQ-2024-00533,start,2024-10-07,,2024-10-07T14:06:37Z,2026-05-31T23:59:59Z
WE-0000987,W-100882,CAND-0018396,APP-0018675,REQ-2024-00833,start,2024-10-07,,2024-10-09T19:40:43Z,2026-05-31T23:59:59Z
WE-0000988,W-100883,CAND-0018642,APP-0018927,REQ-2024-00840,start,2024-10-07,,2024-10-10T18:20:26Z,2026-05-31T23:59:59Z
WE-0000989,W-100884,CAND-0018696,APP-0018982,REQ-2024-00823,start,2024-10-07,,2024-10-10T08:14:52Z,2026-05-31T23:59:59Z
WE-0000990,W-100885,CAND-0019226,APP-0019519,REQ-2024-00849,start,2024-10-07,,2024-10-10T11:38:01Z,2026-05-31T23:59:59Z
WE-0000991,W-100886,CAND-0019323,APP-0019618,REQ-2024-00421,start,2024-10-07,,2024-10-08T14:16:47Z,2026-05-31T23:59:59Z
WE-0000992,W-100887,CAND-0019442,APP-0019742,REQ-2024-00877,start,2024-10-07,,2024-10-10T16:27:33Z,2026-05-31T23:59:59Z
WE-0000993,W-100888,CAND-0019447,APP-0019747,REQ-2024-00880,start,2024-10-07,,2024-10-08T18:25:39Z,2026-05-31T23:59:59Z
WE-0000994,W-100889,CAND-0019903,APP-0020221,REQ-2024-00716,start,2024-10-07,,2024-10-08T12:22:24Z,2026-05-31T23:59:59Z
WE-0000995,W-100890,CAND-0019937,APP-0020258,REQ-2024-00901,start,2024-10-07,,2024-10-07T12:15:18Z,2026-05-31T23:59:59Z
WE-0000996,W-100760,CAND-0016179,APP-0016386,REQ-2024-00709,termination,2024-10-10,involuntary_probation,2024-10-14T17:20:44Z,2026-05-31T23:59:59Z
WE-0000997,W-100891,CAND-0015811,APP-0016008,REQ-2024-00423,start,2024-10-14,,2024-10-15T15:55:38Z,2026-05-31T23:59:59Z
WE-0000998,W-100892,CAND-0016341,APP-0016554,REQ-2024-00700,start,2024-10-14,,2024-10-14T18:18:19Z,2026-05-31T23:59:59Z
WE-0000999,W-100893,CAND-0017151,APP-0017388,REQ-2024-00756,start,2024-10-14,,2024-10-16T15:40:45Z,2026-05-31T23:59:59Z
WE-0001000,W-100894,CAND-0017228,APP-0017468,REQ-2024-00756,start,2024-10-14,,2024-10-16T16:34:02Z,2026-05-31T23:59:59Z
WE-0001001,W-100895,CAND-0017727,APP-0017986,REQ-2024-00768,start,2024-10-14,,2024-10-17T18:03:24Z,2026-05-31T23:59:59Z
WE-0001002,W-100896,CAND-0018055,APP-0018322,REQ-2024-00779,start,2024-10-14,,2024-10-16T14:40:22Z,2026-05-31T23:59:59Z
WE-0001003,W-100897,CAND-0018141,APP-0018411,REQ-2024-00821,start,2024-10-14,,2024-10-16T16:50:08Z,2026-05-31T23:59:59Z
WE-0001004,W-100898,CAND-0018355,APP-0018632,REQ-2024-00568,start,2024-10-14,,2024-10-16T10:19:15Z,2026-05-31T23:59:59Z
WE-0001005,W-100899,CAND-0018445,APP-0018727,REQ-2024-00823,start,2024-10-14,,2024-10-16T09:14:29Z,2026-05-31T23:59:59Z
WE-0001006,W-100900,CAND-0018557,APP-0018842,REQ-2024-00802,start,2024-10-14,,2024-10-15T08:17:19Z,2026-05-31T23:59:59Z
WE-0001007,W-100901,CAND-0018613,APP-0018898,REQ-2024-00772,start,2024-10-14,,2024-10-16T08:30:17Z,2026-05-31T23:59:59Z
WE-0001008,W-100902,CAND-0018615,APP-0018900,REQ-2024-00776,start,2024-10-14,,2024-10-15T12:48:08Z,2026-05-31T23:59:59Z
WE-0001009,W-100903,CAND-0018682,APP-0018967,REQ-2024-00793,start,2024-10-14,,2024-10-17T19:34:54Z,2026-05-31T23:59:59Z
WE-0001010,W-100904,CAND-0018708,APP-0018994,REQ-2024-00838,start,2024-10-14,,2024-10-17T16:08:27Z,2026-05-31T23:59:59Z
WE-0001011,W-100905,CAND-0018863,APP-0019151,REQ-2024-00812,start,2024-10-14,,2024-10-14T19:15:57Z,2026-05-31T23:59:59Z
WE-0001012,W-100906,CAND-0018877,APP-0019166,REQ-2024-00831,start,2024-10-14,,2024-10-17T13:20:23Z,2026-05-31T23:59:59Z
WE-0001013,W-100907,CAND-0018886,APP-0019175,REQ-2024-00845,start,2024-10-14,,2024-10-14T18:24:01Z,2026-05-31T23:59:59Z
WE-0001014,W-100908,CAND-0019307,APP-0019602,REQ-2024-00868,start,2024-10-14,,2024-10-17T16:53:54Z,2026-05-31T23:59:59Z
WE-0001015,W-100909,CAND-0019343,APP-0019638,REQ-2024-00818,start,2024-10-14,,2024-10-15T09:59:16Z,2026-05-31T23:59:59Z
WE-0001016,W-100910,CAND-0019378,APP-0019674,REQ-2024-00880,start,2024-10-14,,2024-10-15T19:25:02Z,2026-05-31T23:59:59Z
WE-0001017,W-100911,CAND-0019690,APP-0019999,REQ-2024-00684,start,2024-10-14,,2024-10-15T15:03:52Z,2026-05-31T23:59:59Z
WE-0001018,W-100912,CAND-0019698,APP-0020008,REQ-2024-00784,start,2024-10-14,,2024-10-15T12:55:37Z,2026-05-31T23:59:59Z
WE-0001019,W-100913,CAND-0019729,APP-0020039,REQ-2024-00865,start,2024-10-14,,2024-10-16T18:53:19Z,2026-05-31T23:59:59Z
WE-0001020,W-100914,CAND-0020014,APP-0020342,REQ-2024-00857,start,2024-10-14,,2024-10-14T14:53:44Z,2026-05-31T23:59:59Z
WE-0001021,W-100915,CAND-0020096,APP-0020427,REQ-2024-00898,start,2024-10-14,,2024-10-14T10:00:14Z,2026-05-31T23:59:59Z
WE-0001022,W-100916,CAND-0020203,APP-0020541,REQ-2024-00903,start,2024-10-14,,2024-10-14T14:38:12Z,2026-05-31T23:59:59Z
WE-0001023,W-100917,CAND-0020736,APP-0021094,REQ-2024-00885,start,2024-10-14,,2024-10-16T12:56:34Z,2026-05-31T23:59:59Z
WE-0001024,W-100497,CAND-0000354,APP-0008954,REQ-2024-00428,termination,2024-10-19,involuntary_restructuring,2024-10-20T19:37:05Z,2026-05-31T23:59:59Z
WE-0001025,W-100825,CAND-0016555,APP-0016779,REQ-2024-00711,termination,2024-10-19,voluntary_resignation,2024-10-19T10:11:03Z,2026-05-31T23:59:59Z
WE-0001026,W-100918,CAND-0016396,APP-0016613,REQ-2024-00467,start,2024-10-21,,2024-10-23T11:27:09Z,2026-05-31T23:59:59Z
WE-0001027,W-100919,CAND-0017079,APP-0017315,REQ-2024-00756,start,2024-10-21,,2024-10-21T09:47:07Z,2026-05-31T23:59:59Z
WE-0001028,W-100920,CAND-0017175,APP-0017413,REQ-2024-00094,start,2024-10-21,,2024-10-22T10:45:30Z,2026-05-31T23:59:59Z
WE-0001029,W-100921,CAND-0017184,APP-0017423,REQ-2024-00585,start,2024-10-21,,2024-10-21T10:49:00Z,2026-05-31T23:59:59Z
WE-0001030,W-100922,CAND-0017423,APP-0017670,REQ-2024-00785,start,2024-10-21,,2024-10-22T08:06:17Z,2026-05-31T23:59:59Z
WE-0001031,W-100923,CAND-0017897,APP-0018162,REQ-2024-00695,start,2024-10-21,,2024-10-21T16:29:35Z,2026-05-31T23:59:59Z
WE-0001032,W-100924,CAND-0018204,APP-0018477,REQ-2024-00060,start,2024-10-21,,2024-10-24T08:12:05Z,2026-05-31T23:59:59Z
WE-0001033,W-100925,CAND-0018299,APP-0018575,REQ-2024-00767,start,2024-10-21,,2024-10-21T18:31:31Z,2026-05-31T23:59:59Z
WE-0001034,W-100926,CAND-0018464,APP-0018746,REQ-2024-00333,start,2024-10-21,,2024-10-22T19:49:52Z,2026-05-31T23:59:59Z
WE-0001035,W-100927,CAND-0018501,APP-0018784,REQ-2024-00823,start,2024-10-21,,2024-10-24T16:12:38Z,2026-05-31T23:59:59Z
WE-0001036,W-100928,CAND-0018654,APP-0018939,REQ-2024-00856,start,2024-10-21,,2024-10-23T17:28:44Z,2026-05-31T23:59:59Z
WE-0001037,W-100929,CAND-0018890,APP-0019179,REQ-2024-00852,start,2024-10-21,,2024-10-24T08:21:46Z,2026-05-31T23:59:59Z
WE-0001038,W-100930,CAND-0019112,APP-0019403,REQ-2024-00734,start,2024-10-21,,2024-10-22T15:58:03Z,2026-05-31T23:59:59Z
WE-0001039,W-100931,CAND-0019152,APP-0019445,REQ-2024-00856,start,2024-10-21,,2024-10-24T18:07:25Z,2026-05-31T23:59:59Z
WE-0001040,W-100932,CAND-0019171,APP-0019464,REQ-2024-00873,start,2024-10-21,,2024-10-23T14:07:58Z,2026-05-31T23:59:59Z
WE-0001041,W-100933,CAND-0010728,APP-0019675,REQ-2024-00880,start,2024-10-21,,2024-10-21T17:34:32Z,2026-05-31T23:59:59Z
WE-0001042,W-100934,CAND-0019415,APP-0019714,REQ-2024-00842,start,2024-10-21,,2024-10-24T08:13:06Z,2026-05-31T23:59:59Z
WE-0001043,W-100935,CAND-0019513,APP-0019818,REQ-2024-00880,start,2024-10-21,,2024-10-22T08:25:40Z,2026-05-31T23:59:59Z
WE-0001044,W-100936,CAND-0019590,APP-0019898,REQ-2024-00887,start,2024-10-21,,2024-10-24T11:16:55Z,2026-05-31T23:59:59Z
WE-0001045,W-100937,CAND-0019633,APP-0019941,REQ-2024-00860,start,2024-10-21,,2024-10-22T11:28:49Z,2026-05-31T23:59:59Z
WE-0001046,W-100937,CAND-0019633,APP-0019941,REQ-2024-00860,start,2024-10-21,,2024-10-27T16:12:59Z,2026-05-31T23:59:59Z
WE-0001047,W-100938,CAND-0019676,APP-0019985,REQ-2024-00046,start,2024-10-21,,2024-10-23T15:09:17Z,2026-05-31T23:59:59Z
WE-0001048,W-100938,CAND-0019676,APP-0019985,REQ-2024-00046,start,2024-10-21,,2024-10-25T08:42:52Z,2026-05-31T23:59:59Z
WE-0001049,W-100939,CAND-0019734,APP-0020045,REQ-2024-00873,start,2024-10-21,,2024-10-21T08:02:34Z,2026-05-31T23:59:59Z
WE-0001050,W-100940,CAND-0019743,APP-0020055,REQ-2024-00882,start,2024-10-21,,2024-10-23T16:50:07Z,2026-05-31T23:59:59Z
WE-0001051,W-100941,CAND-0019861,APP-0020177,REQ-2024-00864,start,2024-10-21,,2024-10-23T09:54:49Z,2026-05-31T23:59:59Z
WE-0001052,W-100942,CAND-0020189,APP-0020525,REQ-2024-00880,start,2024-10-21,,2024-10-22T15:45:23Z,2026-05-31T23:59:59Z
WE-0001053,W-100861,CAND-0017238,APP-0017479,REQ-2024-00775,termination,2024-10-22,voluntary_resignation,2024-10-23T18:51:49Z,2026-05-31T23:59:59Z
WE-0001054,W-100943,CAND-0018122,APP-0018392,REQ-2024-00796,start,2024-10-28,,2024-10-30T14:26:46Z,2026-05-31T23:59:59Z
WE-0001055,W-100944,CAND-0018481,APP-0018763,REQ-2024-00764,start,2024-10-28,,2024-10-31T08:48:48Z,2026-05-31T23:59:59Z
WE-0001056,W-100945,CAND-0018531,APP-0018815,REQ-2024-00625,start,2024-10-28,,2024-10-30T18:45:30Z,2026-05-31T23:59:59Z
WE-0001057,W-100946,CAND-0019367,APP-0019663,REQ-2024-00865,start,2024-10-28,,2024-10-30T13:07:40Z,2026-05-31T23:59:59Z
WE-0001058,W-100947,CAND-0019589,APP-0019897,REQ-2024-00887,start,2024-10-28,,2024-10-31T17:25:33Z,2026-05-31T23:59:59Z
WE-0001059,W-100948,CAND-0019799,APP-0020114,REQ-2024-00873,start,2024-10-28,,2024-10-31T15:56:11Z,2026-05-31T23:59:59Z
WE-0001060,W-100949,CAND-0019841,APP-0020157,REQ-2024-00793,start,2024-10-28,,2024-10-30T16:27:40Z,2026-05-31T23:59:59Z
WE-0001061,W-100950,CAND-0019931,APP-0020252,REQ-2024-00887,start,2024-10-28,,2024-10-28T13:29:14Z,2026-05-31T23:59:59Z
WE-0001062,W-100951,CAND-0020064,APP-0020395,REQ-2024-00837,start,2024-10-28,,2024-10-28T18:21:04Z,2026-05-31T23:59:59Z
WE-0001063,W-100952,CAND-0020318,APP-0020658,REQ-2024-00908,start,2024-10-28,,2024-10-31T14:44:22Z,2026-05-31T23:59:59Z
WE-0001064,W-100953,CAND-0020322,APP-0020663,REQ-2024-00911,start,2024-10-28,,2024-10-29T13:20:37Z,2026-05-31T23:59:59Z
WE-0001065,W-100954,CAND-0020823,APP-0021183,REQ-2024-00926,start,2024-10-28,,2024-10-28T11:41:39Z,2026-05-31T23:59:59Z
WE-0001066,W-100955,CAND-0020910,APP-0021270,REQ-2024-00798,start,2024-10-28,,2024-10-30T12:26:49Z,2026-05-31T23:59:59Z
WE-0001067,W-100956,CAND-0021179,APP-0021547,REQ-2024-00935,start,2024-10-28,,2024-10-29T14:59:43Z,2026-05-31T23:59:59Z
WE-0001068,W-100957,CAND-0021425,APP-0021799,REQ-2024-00957,start,2024-10-28,,2024-10-30T10:40:14Z,2026-05-31T23:59:59Z
WE-0001069,W-100846,CAND-0017365,APP-0017609,REQ-2024-00783,termination,2024-10-29,involuntary_probation,2024-11-03T15:14:32Z,2026-05-31T23:59:59Z
WE-0001070,W-100589,CAND-0012260,APP-0012383,REQ-2024-00563,termination,2024-10-30,involuntary_performance,2024-11-04T12:47:57Z,2026-05-31T23:59:59Z
WE-0001071,W-100817,CAND-0015230,APP-0015414,REQ-2024-00697,termination,2024-11-01,involuntary_performance,2024-11-05T11:06:19Z,2026-05-31T23:59:59Z
WE-0001072,W-100590,CAND-0012403,APP-0012532,REQ-2024-00581,termination,2024-11-02,voluntary_resignation,2024-11-07T08:47:13Z,2026-05-31T23:59:59Z
WE-0001073,W-100956,CAND-0021179,APP-0021547,REQ-2024-00935,termination,2024-11-04,voluntary_resignation,2024-11-09T17:11:35Z,2026-05-31T23:59:59Z
WE-0001074,W-100958,CAND-0015855,APP-0016055,REQ-2024-00708,start,2024-11-04,,2024-11-06T10:08:36Z,2026-05-31T23:59:59Z
WE-0001075,W-100959,CAND-0017405,APP-0017652,REQ-2024-00753,start,2024-11-04,,2024-11-06T14:18:26Z,2026-05-31T23:59:59Z
WE-0001076,W-100960,CAND-0017859,APP-0018123,REQ-2024-00793,start,2024-11-04,,2024-11-05T09:53:12Z,2026-05-31T23:59:59Z
WE-0001077,W-100961,CAND-0018098,APP-0018367,REQ-2024-00658,start,2024-11-04,,2024-11-04T16:59:10Z,2026-05-31T23:59:59Z
WE-0001078,W-100962,CAND-0018470,APP-0018752,REQ-2024-00590,start,2024-11-04,,2024-11-05T12:27:59Z,2026-05-31T23:59:59Z
WE-0001079,W-100963,CAND-0018626,APP-0018911,REQ-2024-00813,start,2024-11-04,,2024-11-04T19:08:09Z,2026-05-31T23:59:59Z
WE-0001080,W-100964,CAND-0018704,APP-0018990,REQ-2024-00834,start,2024-11-04,,2024-11-05T10:15:14Z,2026-05-31T23:59:59Z
WE-0001081,W-100965,CAND-0018705,APP-0018991,REQ-2024-00835,start,2024-11-04,,2024-11-05T15:23:16Z,2026-05-31T23:59:59Z
WE-0001082,W-100966,CAND-0018850,APP-0019138,REQ-2024-00641,start,2024-11-04,,2024-11-06T11:56:14Z,2026-05-31T23:59:59Z
WE-0001083,W-100967,CAND-0018965,APP-0019255,REQ-2024-00114,start,2024-11-04,,2024-11-07T11:16:24Z,2026-05-31T23:59:59Z
WE-0001084,W-100968,CAND-0019584,APP-0019891,REQ-2024-00884,start,2024-11-04,,2024-11-05T16:03:55Z,2026-05-31T23:59:59Z
WE-0001085,W-100969,CAND-0019610,APP-0019918,REQ-2024-00702,start,2024-11-04,,2024-11-06T17:48:45Z,2026-05-31T23:59:59Z
WE-0001086,W-100970,CAND-0019735,APP-0020046,REQ-2024-00873,start,2024-11-04,,2024-11-07T11:03:35Z,2026-05-31T23:59:59Z
WE-0001087,W-100971,CAND-0019811,APP-0020126,REQ-2024-00883,start,2024-11-04,,2024-11-06T19:37:53Z,2026-05-31T23:59:59Z
WE-0001088,W-100972,CAND-0019918,APP-0020239,REQ-2024-00873,start,2024-11-04,,2024-11-04T09:07:12Z,2026-05-31T23:59:59Z
WE-0001089,W-100973,CAND-0020367,APP-0020711,REQ-2024-00887,start,2024-11-04,,2024-11-05T18:43:34Z,2026-05-31T23:59:59Z
WE-0001090,W-100974,CAND-0020454,APP-0020802,REQ-2024-00914,start,2024-11-04,,2024-11-07T09:33:39Z,2026-05-31T23:59:59Z
WE-0001091,W-100975,CAND-0020583,APP-0020936,REQ-2024-00916,start,2024-11-04,,2024-11-04T15:30:45Z,2026-05-31T23:59:59Z
WE-0001092,W-100976,CAND-0020608,APP-0020962,REQ-2024-00838,start,2024-11-04,,2024-11-04T10:36:15Z,2026-05-31T23:59:59Z
WE-0001093,W-100977,CAND-0008533,APP-0020994,REQ-2024-00911,start,2024-11-04,,2024-11-07T12:01:13Z,2026-05-31T23:59:59Z
WE-0001094,W-100978,CAND-0020644,APP-0021000,REQ-2024-00914,start,2024-11-04,,2024-11-05T15:00:58Z,2026-05-31T23:59:59Z
WE-0001095,W-100979,CAND-0020883,APP-0021243,REQ-2024-00911,start,2024-11-04,,2024-11-04T11:45:00Z,2026-05-31T23:59:59Z
WE-0001096,W-100980,CAND-0020928,APP-0021290,REQ-2024-00911,start,2024-11-04,,2024-11-06T15:54:46Z,2026-05-31T23:59:59Z
WE-0001097,W-100981,CAND-0021060,APP-0021424,REQ-2024-00926,start,2024-11-04,,2024-11-04T08:44:00Z,2026-05-31T23:59:59Z
WE-0001098,W-100982,CAND-0021178,APP-0021546,REQ-2024-00935,start,2024-11-04,,2024-11-06T09:30:41Z,2026-05-31T23:59:59Z
WE-0001099,W-100983,CAND-0021526,APP-0021901,REQ-2024-00926,start,2024-11-04,,2024-11-07T19:07:03Z,2026-05-31T23:59:59Z
WE-0001100,W-100661,CAND-0013257,APP-0013396,REQ-2024-00630,termination,2024-11-05,involuntary_performance,2024-11-08T12:16:13Z,2026-05-31T23:59:59Z
WE-0001101,W-100810,CAND-0016936,APP-0017168,REQ-2024-00765,termination,2024-11-05,voluntary_resignation,2024-11-09T10:27:39Z,2026-05-31T23:59:59Z
WE-0001102,W-100936,CAND-0019590,APP-0019898,REQ-2024-00887,termination,2024-11-05,involuntary_probation,2024-11-10T18:39:29Z,2026-05-31T23:59:59Z
WE-0001103,W-100888,CAND-0019447,APP-0019747,REQ-2024-00880,termination,2024-11-06,voluntary_resignation,2024-11-10T18:47:19Z,2026-05-31T23:59:59Z
WE-0001104,W-100396,CAND-0008961,APP-0009028,REQ-2024-00450,termination,2024-11-10,involuntary_performance,2024-11-14T14:25:24Z,2026-05-31T23:59:59Z
WE-0001105,W-100984,CAND-0015621,APP-0015814,REQ-2024-00619,start,2024-11-11,,2024-11-12T15:22:42Z,2026-05-31T23:59:59Z
WE-0001106,W-100985,CAND-0019831,APP-0020147,REQ-2024-00583,start,2024-11-11,,2024-11-11T14:52:40Z,2026-05-31T23:59:59Z
WE-0001107,W-100986,CAND-0019890,APP-0020207,REQ-2024-00897,start,2024-11-11,,2024-11-12T18:23:42Z,2026-05-31T23:59:59Z
WE-0001108,W-100987,CAND-0020055,APP-0020384,REQ-2024-00635,start,2024-11-11,,2024-11-12T18:02:39Z,2026-05-31T23:59:59Z
WE-0001109,W-100988,CAND-0020090,APP-0020421,REQ-2024-00884,start,2024-11-11,,2024-11-14T19:52:09Z,2026-05-31T23:59:59Z
WE-0001110,W-100989,CAND-0020223,APP-0020562,REQ-2024-00758,start,2024-11-11,,2024-11-12T08:32:12Z,2026-05-31T23:59:59Z
WE-0001111,W-100990,CAND-0020229,APP-0020568,REQ-2024-00832,start,2024-11-11,,2024-11-11T14:58:34Z,2026-05-31T23:59:59Z
WE-0001112,W-100991,CAND-0020483,APP-0020833,REQ-2024-00857,start,2024-11-11,,2024-11-13T15:16:48Z,2026-05-31T23:59:59Z
WE-0001113,W-100992,CAND-0020513,APP-0020865,REQ-2024-00911,start,2024-11-11,,2024-11-13T10:23:50Z,2026-05-31T23:59:59Z
WE-0001114,W-100993,CAND-0020638,APP-0020993,REQ-2024-00911,start,2024-11-11,,2024-11-14T11:02:45Z,2026-05-31T23:59:59Z
WE-0001115,W-100994,CAND-0020677,APP-0021034,REQ-2024-00822,start,2024-11-11,,2024-11-11T14:04:51Z,2026-05-31T23:59:59Z
WE-0001116,W-100995,CAND-0020701,APP-0021059,REQ-2024-00914,start,2024-11-11,,2024-11-11T17:18:49Z,2026-05-31T23:59:59Z
WE-0001117,W-100996,CAND-0020903,APP-0021263,REQ-2024-00650,start,2024-11-11,,2024-11-12T09:38:55Z,2026-05-31T23:59:59Z
WE-0001118,W-100997,CAND-0021057,APP-0021421,REQ-2024-00920,start,2024-11-11,,2024-11-14T13:13:34Z,2026-05-31T23:59:59Z
WE-0001119,W-100998,CAND-0021245,APP-0021614,REQ-2024-00938,start,2024-11-11,,2024-11-12T12:07:04Z,2026-05-31T23:59:59Z
WE-0001120,W-100999,CAND-0021295,APP-0021664,REQ-2024-00938,start,2024-11-11,,2024-11-13T19:09:03Z,2026-05-31T23:59:59Z
WE-0001121,W-101000,CAND-0021718,APP-0022104,REQ-2024-00957,start,2024-11-11,,2024-11-13T12:13:13Z,2026-05-31T23:59:59Z
WE-0001122,W-101001,CAND-0022460,APP-0022872,REQ-2024-00957,start,2024-11-11,,2024-11-14T10:38:27Z,2026-05-31T23:59:59Z
WE-0001123,W-100590,CAND-0012403,APP-0012532,REQ-2024-00581,termination,2024-11-12,voluntary_resignation,2024-11-18T17:39:01Z,2026-05-31T23:59:59Z
WE-0001124,W-100857,CAND-0016494,APP-0016715,REQ-2024-00740,termination,2024-11-13,involuntary_performance,2024-11-13T14:28:38Z,2026-05-31T23:59:59Z
WE-0001125,W-100868,CAND-0018283,APP-0018559,REQ-2024-00600,termination,2024-11-16,involuntary_performance,2024-11-16T08:20:16Z,2026-05-31T23:59:59Z
WE-0001126,W-101002,CAND-0015870,APP-0016070,REQ-2024-00731,start,2024-11-18,,2024-11-21T15:51:22Z,2026-05-31T23:59:59Z
WE-0001127,W-101003,CAND-0018212,APP-0018485,REQ-2024-00428,start,2024-11-18,,2024-11-19T16:13:32Z,2026-05-31T23:59:59Z
WE-0001128,W-101004,CAND-0019014,APP-0019304,REQ-2024-00841,start,2024-11-18,,2024-11-18T10:54:53Z,2026-05-31T23:59:59Z
WE-0001129,W-101005,CAND-0019186,APP-0019479,REQ-2024-00559,start,2024-11-18,,2024-11-21T10:33:15Z,2026-05-31T23:59:59Z
WE-0001130,W-101006,CAND-0020207,APP-0020545,REQ-2024-00909,start,2024-11-18,,2024-11-18T10:18:54Z,2026-05-31T23:59:59Z
WE-0001131,W-101007,CAND-0020372,APP-0020716,REQ-2024-00900,start,2024-11-18,,2024-11-21T08:45:12Z,2026-05-31T23:59:59Z
WE-0001132,W-101008,CAND-0020890,APP-0021250,REQ-2024-00925,start,2024-11-18,,2024-11-19T12:53:54Z,2026-05-31T23:59:59Z
