offer_version_id,offer_id,application_id,requisition_id,offer_cycle_number,offer_version_number,version_reason,offer_status,is_current_version,offer_extended_date,offer_accepted_date,offer_declined_date,offer_withdrawn_date,offer_rescinded_date,candidate_renege_date,proposed_start_date,base_salary,currency
OFR-001250-V1,OFR-001250,APP-0017336,REQ-2024-00220,1,1,initial,accepted,false,2024-09-05,2024-09-14,,,,,2024-09-30,73000,USD
OFR-001250-V2,OFR-001250,APP-0017336,REQ-2024-00220,1,2,letter_reissue,accepted,true,2024-09-28,2024-09-28,,,,,2024-09-30,73000,USD
OFR-001251-V1,OFR-001251,APP-0017373,REQ-2024-00735,1,1,initial,accepted,false,2024-08-04,2024-08-11,,,,,2024-09-09,85500,USD
OFR-001251-V2,OFR-001251,APP-0017373,REQ-2024-00735,1,2,start_date_revision,accepted,true,2024-08-17,2024-08-17,,,,,2024-09-16,85500,USD
OFR-001252-V1,OFR-001252,APP-0017388,REQ-2024-00756,1,1,initial,superseded,false,2024-08-26,,,,,,2024-10-14,124000,USD
OFR-001252-V2,OFR-001252,APP-0017388,REQ-2024-00756,1,2,negotiation_revision,accepted,true,2024-08-27,2024-08-30,,,,,2024-10-14,128500,USD
OFR-001253-V1,OFR-001253,APP-0017413,REQ-2024-00094,1,1,initial,accepted,false,2024-08-21,2024-09-06,,,,,2024-10-21,138000,USD
OFR-001253-V2,OFR-001253,APP-0017413,REQ-2024-00094,1,2,letter_reissue,accepted,true,2024-09-09,2024-09-09,,,,,2024-10-21,138000,USD
OFR-001254-V1,OFR-001254,APP-0017423,REQ-2024-00585,1,1,initial,accepted,true,2024-08-28,2024-09-01,,,,,2024-10-21,164500,USD
OFR-001255-V1,OFR-001255,APP-0017427,REQ-2024-00649,1,1,initial,accepted,true,2024-08-22,2024-09-04,,,,,2024-10-07,115000,USD
OFR-001256-V1,OFR-001256,APP-0017452,REQ-2024-00732,1,1,initial,accepted,true,2024-08-14,2024-08-17,,,,,2024-09-23,88500,USD
OFR-001257-V1,OFR-001257,APP-0017467,REQ-2024-00756,1,1,initial,withdrawn,true,2024-09-04,,,2024-09-09,,,2024-10-02,128500,USD
OFR-001258-V1,OFR-001258,APP-0017468,REQ-2024-00756,1,1,initial,accepted,true,2024-08-28,2024-09-07,,,,,2024-10-14,129000,USD
OFR-001259-V1,OFR-001259,APP-0017479,REQ-2024-00775,1,1,initial,accepted,true,2024-09-02,2024-09-05,,,,,2024-09-30,88500,USD
OFR-001260-V1,OFR-001260,APP-0017513,REQ-2024-00726,1,1,initial,superseded,false,2024-08-09,,,,,,2024-09-16,139500,USD
OFR-001260-V2,OFR-001260,APP-0017513,REQ-2024-00726,1,2,negotiation_revision,accepted,true,2024-08-10,2024-08-12,,,,,2024-09-16,145500,USD
OFR-001261-V1,OFR-001261,APP-0017537,REQ-2024-00762,1,1,initial,declined,true,2024-08-21,,2024-08-30,,,,2024-09-18,100500,USD
OFR-001262-V1,OFR-001262,APP-0017553,REQ-2024-00784,1,1,initial,declined,true,2024-08-19,,2024-08-24,,,,2024-09-16,74500,USD
OFR-001263-V1,OFR-001263,APP-0017609,REQ-2024-00783,1,1,initial,accepted,true,2024-08-16,2024-08-18,,,,,2024-09-23,126000,USD
OFR-001264-V1,OFR-001264,APP-0017615,REQ-2024-00794,1,1,initial,accepted,true,2024-08-25,2024-08-26,,,,,2024-09-23,91500,USD
OFR-001265-V1,OFR-001265,APP-0017640,REQ-2024-00732,1,1,initial,withdrawn,true,2024-08-13,,,2024-08-17,,,2024-09-10,93000,USD
OFR-001266-V1,OFR-001266,APP-0017641,REQ-2024-00732,1,1,initial,declined,true,2024-08-09,,2024-08-11,,,,2024-09-06,95500,USD
OFR-001267-V1,OFR-001267,APP-0017652,REQ-2024-00753,1,1,initial,accepted,false,2024-08-26,2024-09-01,,,,,2024-11-04,228000,USD
OFR-001267-V2,OFR-001267,APP-0017652,REQ-2024-00753,1,2,letter_reissue,accepted,true,2024-09-08,2024-09-08,,,,,2024-11-04,228000,USD
OFR-001268-V1,OFR-001268,APP-0017665,REQ-2024-00772,1,1,initial,declined,true,2024-08-26,,2024-09-04,,,,2024-09-23,62500,USD
OFR-001269-V1,OFR-001269,APP-0017670,REQ-2024-00785,1,1,initial,accepted,true,2024-09-08,2024-09-16,,,,,2024-10-21,86500,USD
OFR-001270-V1,OFR-001270,APP-0017676,REQ-2024-00798,1,1,initial,accepted,true,2024-08-08,2024-08-10,,,,,2024-08-26,56500,USD
OFR-001271-V1,OFR-001271,APP-0017696,REQ-2024-00713,1,1,initial,reneged,true,2024-10-02,2024-10-06,,,,2024-10-22,2024-11-04,119500,USD
OFR-001272-V1,OFR-001272,APP-0017738,REQ-2024-00800,1,1,initial,accepted,false,2024-08-28,2024-08-31,,,,,2024-09-30,108000,USD
OFR-001272-V2,OFR-001272,APP-0017738,REQ-2024-00800,1,2,salary_correction,accepted,true,2024-09-12,2024-09-12,,,,,2024-09-30,108300,USD
OFR-001273-V1,OFR-001273,APP-0017820,REQ-2024-00509,1,1,initial,accepted,true,2024-08-31,2024-09-06,,,,,2024-10-07,90000,USD
OFR-001274-V1,OFR-001274,APP-0017842,REQ-2024-00740,1,1,initial,accepted,true,2024-08-17,2024-08-22,,,,,2024-09-23,79500,USD
OFR-001275-V1,OFR-001275,APP-0017875,REQ-2024-00802,1,1,initial,accepted,true,2024-08-14,2024-08-18,,,,,2024-09-30,85500,USD
OFR-001276-V1,OFR-001276,APP-0017876,REQ-2024-00802,1,1,initial,accepted,true,2024-08-18,2024-08-21,,,,,2024-09-30,77500,USD
OFR-001277-V1,OFR-001277,APP-0017878,REQ-2024-00811,1,1,initial,accepted,true,2024-08-12,2024-08-17,,,,,2024-09-30,135000,USD
OFR-001278-V1,OFR-001278,APP-0017881,REQ-2024-00280,1,1,initial,accepted,true,2024-08-25,2024-08-28,,,,,2024-09-23,85500,USD
OFR-001279-V1,OFR-001279,APP-0017896,REQ-2024-00683,1,1,initial,withdrawn,true,2024-09-23,,,2024-09-26,,,2024-10-21,178000,USD
OFR-001280-V1,OFR-001280,APP-0017920,REQ-2024-00770,1,1,initial,declined,true,2024-08-22,,2024-08-23,,,,2024-09-19,65500,USD
OFR-001281-V1,OFR-001281,APP-0017935,REQ-2024-00793,1,1,initial,accepted,true,2024-08-18,2024-08-22,,,,,2024-09-23,95500,USD
OFR-001282-V1,OFR-001282,APP-0017965,REQ-2024-00684,1,1,initial,accepted,true,2024-08-14,2024-08-16,,,,,2024-09-09,59500,USD
OFR-001283-V1,OFR-001283,APP-0017986,REQ-2024-00768,1,1,initial,accepted,true,2024-08-29,2024-09-01,,,,,2024-10-14,125000,USD
OFR-001284-V1,OFR-001284,APP-0018010,REQ-2024-00810,1,1,initial,superseded,false,2024-08-15,,,,,,2024-09-02,48500,USD
OFR-001284-V2,OFR-001284,APP-0018010,REQ-2024-00810,1,2,negotiation_revision,accepted,true,2024-08-16,2024-08-20,,,,,2024-09-02,52000,USD
OFR-001285-V1,OFR-001285,APP-0018047,REQ-2024-00770,1,1,initial,accepted,true,2024-08-18,2024-08-19,,,,,2024-09-16,75500,USD
OFR-001286-V1,OFR-001286,APP-0018058,REQ-2024-00787,1,1,initial,accepted,true,2024-08-19,2024-08-24,,,,,2024-09-23,98500,USD
OFR-001287-V1,OFR-001287,APP-0018066,REQ-2024-00810,1,1,initial,declined,true,2024-08-22,,2024-08-23,,,,2024-09-19,57000,USD
OFR-001288-V1,OFR-001288,APP-0018110,REQ-2024-00765,1,1,initial,withdrawn,true,2024-08-17,,,2024-08-18,,,2024-09-14,68500,USD
OFR-001289-V1,OFR-001289,APP-0018116,REQ-2024-00770,1,1,initial,accepted,false,2024-08-18,2024-08-21,,,,,2024-09-09,73500,USD
OFR-001289-V2,OFR-001289,APP-0018116,REQ-2024-00770,1,2,salary_correction,accepted,true,2024-09-02,2024-09-02,,,,,2024-09-09,73400,USD
OFR-001290-V1,OFR-001290,APP-0018123,REQ-2024-00793,1,1,initial,accepted,true,2024-09-28,2024-10-02,,,,,2024-11-04,93500,USD
OFR-001291-V1,OFR-001291,APP-0018128,REQ-2024-00798,1,1,initial,declined,true,2024-08-19,,2024-08-23,,,,2024-09-16,54500,USD
OFR-001292-V1,OFR-001292,APP-0018151,REQ-2024-00149,1,1,initial,superseded,false,2024-09-12,,,,,,2024-10-07,68500,USD
OFR-001292-V2,OFR-001292,APP-0018151,REQ-2024-00149,1,2,negotiation_revision,accepted,false,2024-09-14,2024-09-17,,,,,2024-10-07,72000,USD
OFR-001292-V3,OFR-001292,APP-0018151,REQ-2024-00149,1,3,letter_reissue,accepted,true,2024-09-21,2024-09-21,,,,,2024-10-07,72000,USD
OFR-001293-V1,OFR-001293,APP-0018162,REQ-2024-00695,1,1,initial,accepted,true,2024-09-02,2024-09-07,,,,,2024-10-21,114000,USD
OFR-001294-V1,OFR-001294,APP-0018221,REQ-2024-00236,1,1,initial,accepted,true,2024-08-20,2024-08-21,,,,,2024-09-09,45000,USD
OFR-001295-V1,OFR-001295,APP-0018234,REQ-2024-00663,1,1,initial,superseded,false,2024-09-06,,,,,,2024-10-07,91500,USD
OFR-001295-V2,OFR-001295,APP-0018234,REQ-2024-00663,1,2,negotiation_revision,accepted,true,2024-09-10,2024-09-11,,,,,2024-10-07,94500,USD
OFR-001296-V1,OFR-001296,APP-0018277,REQ-2024-00820,1,1,initial,accepted,true,2024-08-25,2024-08-29,,,,,2024-09-30,127000,USD
OFR-001297-V1,OFR-001297,APP-0018281,REQ-2024-00823,1,1,initial,declined,true,2024-09-03,,2024-09-10,,,,2024-10-01,86500,USD
OFR-001298-V1,OFR-001298,APP-0018297,REQ-2024-00657,1,1,initial,accepted,true,2024-08-31,2024-09-06,,,,,2024-10-07,97000,USD
OFR-001299-V1,OFR-001299,APP-0018303,REQ-2024-00714,1,1,initial,accepted,true,2024-08-24,2024-08-28,,,,,2024-09-23,61000,USD
OFR-001300-V1,OFR-001300,APP-0018322,REQ-2024-00779,1,1,initial,accepted,true,2024-09-01,2024-09-03,,,,,2024-10-14,110000,USD
OFR-001301-V1,OFR-001301,APP-0018338,REQ-2024-00817,1,1,initial,accepted,true,2024-08-20,2024-08-29,,,,,2024-10-07,130500,USD
OFR-001302-V1,OFR-001302,APP-0018344,REQ-2024-00821,1,1,initial,withdrawn,true,2024-09-07,,,2024-09-09,,,2024-10-05,146500,USD
OFR-001303-V1,OFR-001303,APP-0018357,REQ-2024-00263,1,1,initial,superseded,false,2024-08-28,,,,,,2024-09-16,76500,USD
OFR-001303-V2,OFR-001303,APP-0018357,REQ-2024-00263,1,2,negotiation_revision,accepted,true,2024-08-31,2024-09-01,,,,,2024-09-16,82000,USD
OFR-001304-V1,OFR-001304,APP-0018367,REQ-2024-00658,1,1,initial,accepted,true,2024-09-25,2024-10-01,,,,,2024-11-04,97500,USD
OFR-001305-V1,OFR-001305,APP-0018392,REQ-2024-00796,1,1,initial,accepted,true,2024-09-27,2024-10-02,,,,,2024-10-28,82500,USD
OFR-001306-V1,OFR-001306,APP-0018400,REQ-2024-00806,1,1,initial,accepted,false,2024-08-24,2024-08-27,,,,,2024-09-30,84500,USD
OFR-001306-V2,OFR-001306,APP-0018400,REQ-2024-00806,1,2,salary_correction,rescinded,true,2024-09-10,2024-09-10,,,2024-09-17,,2024-09-30,83800,USD
OFR-001307-V1,OFR-001307,APP-0018411,REQ-2024-00821,1,1,initial,accepted,true,2024-09-06,2024-09-09,,,,,2024-10-14,128500,USD
OFR-001308-V1,OFR-001308,APP-0018417,REQ-2024-00830,1,1,initial,declined,true,2024-08-25,,2024-08-29,,,,2024-09-22,43500,USD
OFR-001309-V1,OFR-001309,APP-0018418,REQ-2024-00831,1,1,initial,superseded,false,2024-08-25,,,,,,2024-09-22,85500,USD
OFR-001309-V2,OFR-001309,APP-0018418,REQ-2024-00831,1,2,negotiation_revision,declined,true,2024-08-26,,2024-08-29,,,,2024-09-22,91500,USD
OFR-001310-V1,OFR-001310,APP-0018457,REQ-2024-00804,1,1,initial,accepted,true,2024-08-23,2024-08-26,,,,,2024-09-30,103000,USD
OFR-001311-V1,OFR-001311,APP-0018477,REQ-2024-00060,1,1,initial,accepted,true,2024-09-04,2024-09-09,,,,,2024-10-21,122500,USD
OFR-001312-V1,OFR-001312,APP-0018485,REQ-2024-00428,1,1,initial,superseded,false,2024-09-26,,,,,,2024-11-18,83500,USD
OFR-001312-V2,OFR-001312,APP-0018485,REQ-2024-00428,1,2,negotiation_revision,accepted,true,2024-10-10,2024-10-13,,,,,2024-11-18,87500,USD
OFR-001313-V1,OFR-001313,APP-0018503,REQ-2024-00773,1,1,initial,accepted,true,2024-10-21,2024-10-22,,,,,2024-11-25,124500,USD
OFR-001314-V1,OFR-001314,APP-0018508,REQ-2024-00797,1,1,initial,accepted,true,2024-12-10,2024-12-19,,,,,2025-02-24,228000,USD
OFR-001315-V1,OFR-001315,APP-0018512,REQ-2024-00802,1,1,initial,withdrawn,true,2024-08-30,,,2024-09-03,,,2024-09-27,78500,USD
OFR-001316-V1,OFR-001316,APP-0018518,REQ-2024-00802,1,1,initial,accepted,true,2024-08-24,2024-08-26,,,,,2024-10-07,80000,USD
OFR-001317-V1,OFR-001317,APP-0018519,REQ-2024-00802,1,1,initial,reneged,true,2024-08-21,2024-08-24,,,,2024-09-19,2024-10-07,91000,USD
OFR-001318-V1,OFR-001318,APP-0018519,REQ-2024-00802,2,1,initial,reneged,true,2024-10-01,2024-10-03,,,,2024-10-20,2024-10-24,76000,USD
OFR-001319-V1,OFR-001319,APP-0018541,REQ-2024-00830,1,1,initial,superseded,false,2024-08-25,,,,,,2024-09-09,51000,USD
OFR-001319-V2,OFR-001319,APP-0018541,REQ-2024-00830,1,2,negotiation_revision,accepted,false,2024-08-26,2024-08-27,,,,,2024-09-09,54500,USD
OFR-001319-V3,OFR-001319,APP-0018541,REQ-2024-00830,1,3,start_date_revision,accepted,true,2024-09-10,2024-09-10,,,,,2024-09-23,54500,USD
OFR-001320-V1,OFR-001320,APP-0018557,REQ-2024-00533,1,1,initial,accepted,true,2024-08-28,2024-09-02,,,,,2024-10-07,111500,USD
OFR-001321-V1,OFR-001321,APP-0018559,REQ-2024-00600,1,1,initial,accepted,true,2024-08-31,2024-09-06,,,,,2024-09-30,53000,USD
OFR-001322-V1,OFR-001322,APP-0018568,REQ-2024-00701,1,1,initial,accepted,false,2024-11-02,2024-11-13,,,,,2025-01-13,258500,USD
OFR-001322-V2,OFR-001322,APP-0018568,REQ-2024-00701,1,2,start_date_revision,accepted,true,2024-11-20,2024-11-20,,,,,2025-02-03,258500,USD
OFR-001323-V1,OFR-001323,APP-0018575,REQ-2024-00767,1,1,initial,superseded,false,2024-09-10,,,,,,2024-10-21,103000,USD
OFR-001323-V2,OFR-001323,APP-0018575,REQ-2024-00767,1,2,negotiation_revision,accepted,true,2024-09-13,2024-09-19,,,,,2024-10-21,111000,USD
OFR-001324-V1,OFR-001324,APP-0018618,REQ-2024-00831,1,1,initial,withdrawn,true,2024-09-03,,,2024-09-06,,,2024-10-01,81000,USD
OFR-001325-V1,OFR-001325,APP-0018627,REQ-2024-00369,1,1,initial,accepted,false,2024-09-05,2024-09-11,,,,,2024-10-14,136000,USD
OFR-001325-V2,OFR-001325,APP-0018627,REQ-2024-00369,1,2,salary_correction,reneged,true,2024-09-19,2024-09-19,,,,2024-10-12,2024-10-14,136400,USD
OFR-001326-V1,OFR-001326,APP-0018632,REQ-2024-00568,1,1,initial,accepted,true,2024-09-01,2024-09-08,,,,,2024-10-14,104000,USD
OFR-001327-V1,OFR-001327,APP-0018671,REQ-2024-00830,1,1,initial,accepted,false,2024-08-27,2024-08-29,,,,,2024-09-16,45000,USD
OFR-001327-V2,OFR-001327,APP-0018671,REQ-2024-00830,1,2,letter_reissue,accepted,true,2024-09-04,2024-09-04,,,,,2024-09-16,45000,USD
OFR-001328-V1,OFR-001328,APP-0018675,REQ-2024-00833,1,1,initial,accepted,true,2024-09-14,2024-09-17,,,,,2024-10-07,92500,USD
OFR-001329-V1,OFR-001329,APP-0018700,REQ-2024-00706,1,1,initial,accepted,true,2024-08-22,2024-08-23,,,,,2024-09-16,45500,USD
OFR-001330-V1,OFR-001330,APP-0018727,REQ-2024-00823,1,1,initial,accepted,true,2024-09-05,2024-09-07,,,,,2024-10-14,87500,USD
OFR-001331-V1,OFR-001331,APP-0018746,REQ-2024-00333,1,1,initial,accepted,true,2024-09-19,2024-09-24,,,,,2024-10-21,78000,USD
OFR-001332-V1,OFR-001332,APP-0018752,REQ-2024-00590,1,1,initial,accepted,true,2024-09-15,2024-09-20,,,,,2024-11-04,97000,USD
OFR-001333-V1,OFR-001333,APP-0018763,REQ-2024-00764,1,1,initial,accepted,true,2024-09-02,2024-09-10,,,,,2024-10-28,138000,USD
OFR-001334-V1,OFR-001334,APP-0018784,REQ-2024-00823,1,1,initial,accepted,true,2024-09-07,2024-09-09,,,,,2024-10-21,78000,USD
OFR-001335-V1,OFR-001335,APP-0018788,REQ-2024-00827,1,1,initial,accepted,true,2024-08-25,2024-08-26,,,,,2024-09-16,77500,USD
OFR-001336-V1,OFR-001336,APP-0018810,REQ-2024-00487,1,1,initial,declined,true,2024-09-19,,2024-09-21,,,,2024-10-17,65000,USD
OFR-001337-V1,OFR-001337,APP-0018815,REQ-2024-00625,1,1,initial,accepted,true,2024-09-23,2024-09-29,,,,,2024-10-28,95000,USD
OFR-001338-V1,OFR-001338,APP-0018816,REQ-2024-00647,1,1,initial,declined,true,2024-09-02,,2024-09-06,,,,2024-09-30,62500,USD
OFR-001339-V1,OFR-001339,APP-0018842,REQ-2024-00802,1,1,initial,accepted,true,2024-08-29,2024-08-31,,,,,2024-10-14,90500,USD
OFR-001340-V1,OFR-001340,APP-0018869,REQ-2024-00840,1,1,initial,accepted,true,2024-08-26,2024-08-29,,,,,2024-09-30,97500,USD
OFR-001341-V1,OFR-001341,APP-0018898,REQ-2024-00772,1,1,initial,accepted,false,2024-09-09,2024-09-10,,,,,2024-09-23,62500,USD
OFR-001341-V2,OFR-001341,APP-0018898,REQ-2024-00772,1,2,start_date_revision,accepted,true,2024-09-24,2024-09-24,,,,,2024-10-14,62500,USD
OFR-001342-V1,OFR-001342,APP-0018900,REQ-2024-00776,1,1,initial,accepted,true,2024-09-09,2024-09-15,,,,,2024-10-14,83000,USD
OFR-001343-V1,OFR-001343,APP-0018911,REQ-2024-00813,1,1,initial,accepted,true,2024-09-10,2024-09-16,,,,,2024-11-04,140000,USD
OFR-001344-V1,OFR-001344,APP-0018927,REQ-2024-00840,1,1,initial,superseded,false,2024-08-28,,,,,,2024-10-07,88500,USD
OFR-001344-V2,OFR-001344,APP-0018927,REQ-2024-00840,1,2,negotiation_revision,accepted,true,2024-08-29,2024-08-31,,,,,2024-10-07,92000,USD
OFR-001345-V1,OFR-001345,APP-0018939,REQ-2024-00856,1,1,initial,accepted,true,2024-09-10,2024-09-16,,,,,2024-10-21,112000,USD
OFR-001346-V1,OFR-001346,APP-0018967,REQ-2024-00793,1,1,initial,superseded,false,2024-09-02,,,,,,2024-10-14,96000,USD
OFR-001346-V2,OFR-001346,APP-0018967,REQ-2024-00793,1,2,negotiation_revision,accepted,true,2024-09-06,2024-09-08,,,,,2024-10-14,101500,USD
OFR-001347-V1,OFR-001347,APP-0018973,REQ-2024-00813,1,1,initial,withdrawn,true,2024-09-12,,,2024-09-16,,,2024-10-10,129000,USD
OFR-001348-V1,OFR-001348,APP-0018982,REQ-2024-00823,1,1,initial,accepted,true,2024-09-04,2024-09-06,,,,,2024-10-07,80500,USD
OFR-001349-V1,OFR-001349,APP-0018990,REQ-2024-00834,1,1,initial,accepted,true,2024-09-05,2024-09-09,,,,,2024-11-04,172500,USD
OFR-001350-V1,OFR-001350,APP-0018991,REQ-2024-00835,1,1,initial,superseded,false,2024-09-23,,,,,,2024-11-04,121500,USD
OFR-001350-V2,OFR-001350,APP-0018991,REQ-2024-00835,1,2,negotiation_revision,accepted,true,2024-09-28,2024-09-29,,,,,2024-11-04,128500,USD
OFR-001351-V1,OFR-001351,APP-0018994,REQ-2024-00838,1,1,initial,accepted,true,2024-09-19,2024-09-21,,,,,2024-10-14,75500,USD
OFR-001352-V1,OFR-001352,APP-0019083,REQ-2024-00784,1,1,initial,superseded,false,2024-09-03,,,,,,2024-10-01,76000,USD
OFR-001352-V2,OFR-001352,APP-0019083,REQ-2024-00784,1,2,negotiation_revision,declined,true,2024-09-04,,2024-09-05,,,,2024-10-01,79000,USD
OFR-001353-V1,OFR-001353,APP-0019118,REQ-2024-00853,1,1,initial,declined,true,2024-09-13,,2024-09-14,,,,2024-10-11,62000,USD
OFR-001354-V1,OFR-001354,APP-0019120,REQ-2024-00853,1,1,initial,accepted,true,2024-09-05,2024-09-08,,,,,2024-09-23,58500,USD
OFR-001355-V1,OFR-001355,APP-0019123,REQ-2024-00860,1,1,initial,superseded,false,2024-09-02,,,,,,2024-10-07,76000,USD
OFR-001355-V2,OFR-001355,APP-0019123,REQ-2024-00860,1,2,negotiation_revision,reneged,true,2024-09-07,2024-09-10,,,,2024-09-27,2024-10-07,80500,USD
OFR-001356-V1,OFR-001356,APP-0019124,REQ-2024-00861,1,1,initial,rescinded,true,2024-09-12,2024-09-14,,,2024-09-22,,2024-10-14,69000,USD
OFR-001357-V1,OFR-001357,APP-0019125,REQ-2024-00046,1,1,initial,superseded,false,2024-09-05,,,,,,2024-10-03,75000,USD
OFR-001357-V2,OFR-001357,APP-0019125,REQ-2024-00046,1,2,negotiation_revision,declined,true,2024-09-07,,2024-09-08,,,,2024-10-03,78000,USD
OFR-001358-V1,OFR-001358,APP-0019138,REQ-2024-00641,1,1,initial,accepted,true,2024-09-17,2024-09-22,,,,,2024-11-04,139500,USD
OFR-001359-V1,OFR-001359,APP-0019141,REQ-2024-00739,1,1,initial,declined,true,2024-09-22,,2024-09-25,,,,2024-10-20,128500,USD
OFR-001360-V1,OFR-001360,APP-0019151,REQ-2024-00812,1,1,initial,accepted,true,2024-09-11,2024-09-19,,,,,2024-10-14,73500,USD
OFR-001361-V1,OFR-001361,APP-0019166,REQ-2024-00831,1,1,initial,superseded,false,2024-09-02,,,,,,2024-09-23,81000,USD
OFR-001361-V2,OFR-001361,APP-0019166,REQ-2024-00831,1,2,negotiation_revision,accepted,false,2024-09-04,2024-09-05,,,,,2024-09-23,87000,USD
OFR-001361-V3,OFR-001361,APP-0019166,REQ-2024-00831,1,3,start_date_revision,accepted,true,2024-09-10,2024-09-10,,,,,2024-10-14,87000,USD
OFR-001362-V1,OFR-001362,APP-0019175,REQ-2024-00845,1,1,initial,accepted,true,2024-09-06,2024-09-09,,,,,2024-10-14,83000,USD
OFR-001363-V1,OFR-001363,APP-0019179,REQ-2024-00852,1,1,initial,accepted,true,2024-09-14,2024-09-17,,,,,2024-10-21,109000,USD
OFR-001364-V1,OFR-001364,APP-0019182,REQ-2024-00853,1,1,initial,superseded,false,2024-09-07,,,,,,2024-10-05,62000,USD
OFR-001364-V2,OFR-001364,APP-0019182,REQ-2024-00853,1,2,negotiation_revision,declined,true,2024-09-10,,2024-09-11,,,,2024-10-05,64500,USD
OFR-001365-V1,OFR-001365,APP-0019188,REQ-2024-00858,1,1,initial,accepted,true,2024-09-04,2024-09-08,,,,,2024-09-23,55500,USD
OFR-001366-V1,OFR-001366,APP-0019248,REQ-2024-00853,1,1,initial,superseded,false,2024-09-07,,,,,,2024-09-30,58500,USD
OFR-001366-V2,OFR-001366,APP-0019248,REQ-2024-00853,1,2,negotiation_revision,accepted,true,2024-09-08,2024-09-09,,,,,2024-09-30,62000,USD
OFR-001367-V1,OFR-001367,APP-0019253,REQ-2024-00072,1,1,initial,accepted,true,2024-09-02,2024-09-05,,,,,2024-09-30,79000,USD
OFR-001368-V1,OFR-001368,APP-0019255,REQ-2024-00114,1,1,initial,superseded,false,2024-09-26,,,,,,2024-11-04,172000,USD
OFR-001368-V2,OFR-001368,APP-0019255,REQ-2024-00114,1,2,negotiation_revision,accepted,true,2024-09-28,2024-10-01,,,,,2024-11-04,183500,USD
OFR-001369-V1,OFR-001369,APP-0019301,REQ-2024-00838,1,1,initial,declined,true,2024-09-26,,2024-10-01,,,,2024-10-24,70500,USD
OFR-001370-V1,OFR-001370,APP-0019304,REQ-2024-00841,1,1,initial,accepted,true,2024-09-14,2024-09-19,,,,,2024-11-18,158000,USD
OFR-001371-V1,OFR-001371,APP-0019337,REQ-2024-00719,1,1,initial,superseded,false,2024-10-08,,,,,,2024-11-05,66000,USD
OFR-001371-V2,OFR-001371,APP-0019337,REQ-2024-00719,1,2,negotiation_revision,declined,true,2024-10-09,,2024-10-10,,,,2024-11-05,71000,USD
OFR-001372-V1,OFR-001372,APP-0019384,REQ-2024-00072,1,1,initial,withdrawn,true,2024-09-05,,,2024-09-07,,,2024-10-03,74000,USD
OFR-001373-V1,OFR-001373,APP-0019403,REQ-2024-00734,1,1,initial,accepted,true,2024-09-14,2024-09-17,,,,,2024-10-21,77500,USD
OFR-001374-V1,OFR-001374,APP-0019445,REQ-2024-00856,1,1,initial,superseded,false,2024-09-12,,,,,,2024-10-21,101500,USD
OFR-001374-V2,OFR-001374,APP-0019445,REQ-2024-00856,1,2,negotiation_revision,accepted,false,2024-09-13,2024-09-15,,,,,2024-10-21,108000,USD
OFR-001374-V3,OFR-001374,APP-0019445,REQ-2024-00856,1,3,salary_correction,accepted,true,2024-09-29,2024-09-29,,,,,2024-10-21,109900,USD
OFR-001375-V1,OFR-001375,APP-0019464,REQ-2024-00873,1,1,initial,accepted,true,2024-09-11,2024-09-14,,,,,2024-10-21,109500,USD
OFR-001376-V1,OFR-001376,APP-0019479,REQ-2024-00559,1,1,initial,superseded,false,2024-09-21,,,,,,2024-11-18,175000,USD
OFR-001376-V2,OFR-001376,APP-0019479,REQ-2024-00559,1,2,negotiation_revision,accepted,false,2024-09-24,2024-09-27,,,,,2024-11-18,185500,USD
OFR-001376-V3,OFR-001376,APP-0019479,REQ-2024-00559,1,3,letter_reissue,accepted,true,2024-10-02,2024-10-02,,,,,2024-11-18,185500,USD
OFR-001377-V1,OFR-001377,APP-0019502,REQ-2024-00823,1,1,initial,declined,true,2024-09-06,,2024-09-12,,,,2024-10-04,81000,USD
OFR-001378-V1,OFR-001378,APP-0019519,REQ-2024-00849,1,1,initial,superseded,false,2024-09-04,,,,,,2024-10-07,115000,USD
OFR-001378-V2,OFR-001378,APP-0019519,REQ-2024-00849,1,2,negotiation_revision,accepted,true,2024-09-05,2024-09-07,,,,,2024-10-07,119000,USD
OFR-001379-V1,OFR-001379,APP-0019547,REQ-2024-00873,1,1,initial,declined,true,2024-09-12,,2024-09-17,,,,2024-10-10,113500,USD
OFR-001380-V1,OFR-001380,APP-0019566,REQ-2024-00793,1,1,initial,superseded,false,2024-09-22,,,,,,2024-10-20,94500,USD
OFR-001380-V2,OFR-001380,APP-0019566,REQ-2024-00793,1,2,negotiation_revision,declined,true,2024-09-23,,2024-09-26,,,,2024-10-20,101000,USD
OFR-001381-V1,OFR-001381,APP-0019593,REQ-2024-00859,1,1,initial,superseded,false,2024-10-04,,,,,,2024-11-25,172000,USD
OFR-001381-V2,OFR-001381,APP-0019593,REQ-2024-00859,1,2,negotiation_revision,accepted,false,2024-10-07,2024-10-16,,,,,2024-11-25,184000,USD
OFR-001381-V3,OFR-001381,APP-0019593,REQ-2024-00859,1,3,letter_reissue,accepted,true,2024-10-19,2024-10-19,,,,,2024-11-25,184000,USD
OFR-001382-V1,OFR-001382,APP-0019602,REQ-2024-00868,1,1,initial,accepted,false,2024-09-10,2024-09-13,,,,,2024-09-30,48500,USD
