application_id,candidate_id,requisition_id,application_date,source_channel,application_status,status_date,current_stage_code,disposition_reason
APP-0009361,CAND-0009285,REQ-2024-00140,2024-03-31,career_site,rejected,2024-04-06,review,not_qualified
APP-0009362,CAND-0009286,REQ-2024-00202,2024-03-31,job_board,rejected,2024-04-15,screen,position_filled
APP-0009363,CAND-0009287,REQ-2024-00283,2024-03-31,job_board,rejected,2024-04-06,review,position_filled
APP-0009364,CAND-0009288,REQ-2024-00305,2024-03-31,linkedin,rejected,2024-04-02,review,position_filled
APP-0009365,CAND-0009289,REQ-2024-00307,2024-03-31,agency,offer_accepted,2024-04-25,offer,
APP-0009366,CAND-0009290,REQ-2024-00314,2024-03-31,job_board,rejected,2024-04-19,interview,position_filled
APP-0009367,CAND-0009291,REQ-2024-00322,2024-03-31,career_site,rejected,2024-04-06,screen,not_qualified
APP-0009368,CAND-0009292,REQ-2024-00337,2024-03-31,job_board,rejected,2024-04-01,review,not_qualified
APP-0009369,CAND-0009293,REQ-2024-00354,2024-03-31,sourced,rejected,2024-04-30,interview,interview_feedback
APP-0009370,CAND-0009294,REQ-2024-00377,2024-03-31,sourced,withdrawn,2024-04-17,interview,no_response
APP-0009371,CAND-0009295,REQ-2024-00390,2024-03-31,referral,rejected,2024-04-17,assessment,position_filled
APP-0009372,CAND-0009296,REQ-2024-00404,2024-03-31,career_site,rejected,2024-04-08,screen,position_filled
APP-0009373,CAND-0009297,REQ-2024-00407,2024-03-31,career_site,rejected,2024-04-01,review,experience_mismatch
APP-0009374,CAND-0009298,REQ-2024-00412,2024-03-31,job_board,rejected,2024-04-02,review,not_qualified
APP-0009375,CAND-0009299,REQ-2024-00412,2024-03-31,career_site,rejected,2024-04-02,review,not_qualified
APP-0009376,CAND-0009300,REQ-2024-00418,2024-03-31,sourced,rejected,2024-04-10,review,position_filled
APP-0009377,CAND-0009301,REQ-2024-00420,2024-03-31,career_site,rejected,2024-05-11,interview,interview_feedback
APP-0009378,CAND-0009302,REQ-2024-00427,2024-03-31,job_board,withdrawn,2024-04-01,review,location
APP-0009379,CAND-0009303,REQ-2024-00429,2024-03-31,career_site,rejected,2024-04-06,review,not_qualified
APP-0009380,CAND-0009304,REQ-2024-00431,2024-03-31,job_board,rejected,2024-04-12,screen,experience_mismatch
APP-0009381,CAND-0009305,REQ-2024-00435,2024-03-31,career_site,rejected,2024-04-03,review,not_qualified
APP-0009382,CAND-0009306,REQ-2024-00443,2024-03-31,job_board,withdrawn,2024-04-10,assessment,compensation_expectations
APP-0009383,CAND-0009307,REQ-2024-00446,2024-03-31,referral,rejected,2024-04-12,screen,not_qualified
APP-0009384,CAND-0009308,REQ-2024-00447,2024-03-31,internal,rejected,2024-04-11,screen,experience_mismatch
APP-0009385,CAND-0009309,REQ-2024-00448,2024-03-31,sourced,rejected,2024-04-02,review,experience_mismatch
APP-0009386,CAND-0009310,REQ-2024-00456,2024-03-31,linkedin,withdrawn,2024-04-09,screen,compensation_expectations
APP-0009387,CAND-0009311,REQ-2024-00457,2024-03-31,career_site,rejected,2024-04-25,interview,interview_feedback
APP-0009388,CAND-0005913,REQ-2024-00457,2024-03-31,linkedin,rejected,2024-04-09,review,experience_mismatch
APP-0009389,CAND-0009312,REQ-2024-00458,2024-03-31,career_site,rejected,2024-04-01,review,not_qualified
APP-0009390,CAND-0009313,REQ-2024-00460,2024-03-31,job_board,rejected,2024-04-05,review,not_qualified
APP-0009391,CAND-0009314,REQ-2024-00462,2024-03-31,career_site,rejected,2024-04-05,review,experience_mismatch
APP-0009392,CAND-0009315,REQ-2024-00462,2024-03-31,linkedin,rejected,2024-04-10,screen,not_qualified
APP-0009393,CAND-0009316,REQ-2024-00465,2024-03-31,job_board,rejected,2024-04-03,review,experience_mismatch
APP-0009394,CAND-0009317,REQ-2024-00466,2024-03-31,job_board,rejected,2024-04-19,interview,interview_feedback
APP-0009395,CAND-0009318,REQ-2024-00467,2024-03-31,internal,withdrawn,2024-04-17,assessment,personal
APP-0009396,CAND-0009319,REQ-2024-00467,2024-03-31,job_board,rejected,2024-04-03,review,experience_mismatch
APP-0009397,CAND-0009320,REQ-2024-00470,2024-03-31,referral,rejected,2024-04-11,assessment,assessment_failed
APP-0009398,CAND-0009321,REQ-2024-00473,2024-03-31,career_site,withdrawn,2024-04-26,assessment,compensation_expectations
APP-0009399,CAND-0009322,REQ-2024-00474,2024-03-31,job_board,rejected,2024-05-06,interview,position_filled
APP-0009400,CAND-0009323,REQ-2024-00475,2024-03-31,career_site,rejected,2024-04-03,review,experience_mismatch
APP-0009401,CAND-0009324,REQ-2024-00475,2024-03-31,job_board,offer_accepted,2024-05-01,offer,
APP-0009402,CAND-0009325,REQ-2024-00477,2024-03-31,referral,rejected,2024-04-11,assessment,assessment_failed
APP-0009403,CAND-0009326,REQ-2024-00480,2024-03-31,job_board,rejected,2024-04-02,review,not_qualified
APP-0009404,CAND-0009327,REQ-2024-00480,2024-03-31,linkedin,rejected,2024-04-06,screen,not_qualified
APP-0009405,CAND-0009328,REQ-2024-00480,2024-03-31,career_site,offer_accepted,2024-04-23,offer,
APP-0009406,CAND-0009329,REQ-2024-00483,2024-03-31,career_site,offer_accepted,2024-05-06,offer,
APP-0009407,CAND-0009330,REQ-2024-00487,2024-03-31,career_site,rejected,2024-04-03,review,not_qualified
APP-0009408,CAND-0009331,REQ-2024-00019,2024-04-01,job_board,rejected,2024-04-01,review,requisition_cancelled
APP-0009409,CAND-0009332,REQ-2024-00019,2024-04-01,agency,rejected,2024-04-01,review,requisition_cancelled
APP-0009410,CAND-0009333,REQ-2024-00032,2024-04-01,career_site,rejected,2024-04-04,review,experience_mismatch
APP-0009411,CAND-0009334,REQ-2024-00068,2024-04-01,linkedin,rejected,2024-04-07,review,not_qualified
APP-0009412,CAND-0009335,REQ-2024-00096,2024-04-01,sourced,offer_accepted,2024-05-24,offer,
APP-0009413,CAND-0009336,REQ-2024-00103,2024-04-01,career_site,rejected,2024-04-03,review,not_qualified
APP-0009414,CAND-0009337,REQ-2024-00121,2024-04-01,job_board,withdrawn,2024-04-04,review,location
APP-0009415,CAND-0009338,REQ-2024-00135,2024-04-01,job_board,rejected,2024-05-17,interview,interview_feedback
APP-0009416,CAND-0009339,REQ-2024-00139,2024-04-01,referral,rejected,2024-04-03,review,not_qualified
APP-0009417,CAND-0009340,REQ-2024-00142,2024-04-01,linkedin,withdrawn,2024-04-09,screen,accepted_other_offer
APP-0009418,CAND-0009341,REQ-2024-00166,2024-04-01,linkedin,withdrawn,2024-04-08,screen,no_response
APP-0009419,CAND-0009342,REQ-2024-00187,2024-04-01,referral,rejected,2024-04-05,review,not_qualified
APP-0009420,CAND-0009343,REQ-2024-00234,2024-04-01,sourced,offer_accepted,2024-04-25,offer,
APP-0009421,CAND-0009344,REQ-2024-00252,2024-04-01,linkedin,rejected,2024-04-04,review,not_qualified
APP-0009422,CAND-0009345,REQ-2024-00298,2024-04-01,referral,rejected,2024-04-02,review,not_qualified
APP-0009423,CAND-0009346,REQ-2024-00323,2024-04-01,linkedin,rejected,2024-04-22,assessment,assessment_failed
APP-0009424,CAND-0009347,REQ-2024-00332,2024-04-01,career_site,offer_accepted,2024-05-22,offer,
APP-0009425,CAND-0009348,REQ-2024-00354,2024-04-01,job_board,rejected,2024-04-06,review,not_qualified
APP-0009426,CAND-0009349,REQ-2024-00390,2024-04-01,career_site,rejected,2024-04-02,review,not_qualified
APP-0009427,CAND-0009350,REQ-2024-00404,2024-04-01,sourced,rejected,2024-04-04,review,experience_mismatch
APP-0009428,CAND-0009351,REQ-2024-00404,2024-04-01,career_site,rejected,2024-04-05,review,not_qualified
APP-0009429,CAND-0009352,REQ-2024-00413,2024-04-01,job_board,withdrawn,2024-04-19,review,personal
APP-0009430,CAND-0009353,REQ-2024-00427,2024-04-01,career_site,rejected,2024-04-08,review,experience_mismatch
APP-0009431,CAND-0009354,REQ-2024-00427,2024-04-01,agency,rejected,2024-04-03,review,experience_mismatch
APP-0009432,CAND-0009355,REQ-2024-00432,2024-04-01,job_board,withdrawn,2024-04-17,assessment,compensation_expectations
APP-0009433,CAND-0009356,REQ-2024-00434,2024-04-01,job_board,withdrawn,2024-04-11,assessment,personal
APP-0009434,CAND-0009357,REQ-2024-00436,2024-04-01,job_board,offer_accepted,2024-05-10,offer,
APP-0009435,CAND-0009358,REQ-2024-00439,2024-04-01,career_site,rejected,2024-04-08,screen,not_qualified
APP-0009436,CAND-0009359,REQ-2024-00442,2024-04-01,linkedin,rejected,2024-04-22,interview,interview_feedback
APP-0009437,CAND-0009360,REQ-2024-00445,2024-04-01,career_site,rejected,2024-04-13,screen,not_qualified
APP-0009438,CAND-0009361,REQ-2024-00446,2024-04-01,career_site,rejected,2024-04-05,review,not_qualified
APP-0009439,CAND-0009362,REQ-2024-00447,2024-04-01,job_board,withdrawn,2024-04-04,review,location
APP-0009440,CAND-0009363,REQ-2024-00447,2024-04-01,career_site,rejected,2024-04-03,review,not_qualified
APP-0009441,CAND-0009364,REQ-2024-00451,2024-04-01,sourced,rejected,2024-04-04,review,experience_mismatch
APP-0009442,CAND-0009365,REQ-2024-00451,2024-04-01,referral,rejected,2024-04-05,review,not_qualified
APP-0009443,CAND-0009366,REQ-2024-00452,2024-04-01,internal,rejected,2024-04-05,review,experience_mismatch
APP-0009444,CAND-0009367,REQ-2024-00456,2024-04-01,referral,rejected,2024-04-03,review,experience_mismatch
APP-0009445,CAND-0009368,REQ-2024-00457,2024-04-01,sourced,rejected,2024-04-04,review,not_qualified
APP-0009446,CAND-0009369,REQ-2024-00458,2024-04-01,linkedin,rejected,2024-04-05,review,experience_mismatch
APP-0009447,CAND-0009370,REQ-2024-00460,2024-04-01,job_board,rejected,2024-04-12,screen,experience_mismatch
APP-0009448,CAND-0009371,REQ-2024-00460,2024-04-01,linkedin,rejected,2024-04-25,interview,interview_feedback
APP-0009449,CAND-0009372,REQ-2024-00461,2024-04-01,job_board,rejected,2024-04-06,review,not_qualified
APP-0009450,CAND-0009373,REQ-2024-00461,2024-04-01,sourced,rejected,2024-04-26,assessment,assessment_failed
APP-0009451,CAND-0009374,REQ-2024-00462,2024-04-01,linkedin,rejected,2024-04-07,review,experience_mismatch
APP-0009452,CAND-0009375,REQ-2024-00462,2024-04-01,agency,rejected,2024-04-12,assessment,assessment_failed
APP-0009453,CAND-0009376,REQ-2024-00465,2024-04-01,sourced,rejected,2024-04-25,assessment,assessment_failed
APP-0009454,CAND-0009377,REQ-2024-00467,2024-04-01,career_site,withdrawn,2024-04-16,interview,compensation_expectations
APP-0009455,CAND-0009378,REQ-2024-00467,2024-04-01,career_site,withdrawn,2024-04-06,screen,compensation_expectations
APP-0009456,CAND-0009379,REQ-2024-00471,2024-04-01,referral,rejected,2024-04-04,review,not_qualified
APP-0009457,CAND-0009380,REQ-2024-00471,2024-04-01,job_board,withdrawn,2024-04-03,review,no_response
APP-0009458,CAND-0009381,REQ-2024-00471,2024-04-01,referral,rejected,2024-04-24,assessment,position_filled
APP-0009459,CAND-0009382,REQ-2024-00472,2024-04-01,linkedin,rejected,2024-04-13,assessment,assessment_failed
APP-0009460,CAND-0009383,REQ-2024-00475,2024-04-01,career_site,rejected,2024-04-03,review,experience_mismatch
APP-0009461,CAND-0009384,REQ-2024-00477,2024-04-01,agency,offer_accepted,2024-05-09,offer,
APP-0009462,CAND-0009385,REQ-2024-00480,2024-04-01,job_board,rejected,2024-04-04,review,not_qualified
APP-0009463,CAND-0009386,REQ-2024-00480,2024-04-01,job_board,rejected,2024-04-06,screen,experience_mismatch
APP-0009464,CAND-0009387,REQ-2024-00480,2024-04-01,linkedin,rejected,2024-04-03,review,not_qualified
APP-0009465,CAND-0009388,REQ-2024-00480,2024-04-01,job_board,rejected,2024-04-06,review,experience_mismatch
APP-0009466,CAND-0009389,REQ-2024-00480,2024-04-01,job_board,offer_accepted,2024-04-16,offer,
APP-0009467,CAND-0009390,REQ-2024-00480,2024-04-01,career_site,offer_accepted,2024-04-17,offer,
APP-0009468,CAND-0009391,REQ-2024-00481,2024-04-01,career_site,rejected,2024-04-04,review,experience_mismatch
APP-0009469,CAND-0009392,REQ-2024-00483,2024-04-01,job_board,rejected,2024-04-18,assessment,assessment_failed
APP-0009470,CAND-0009393,REQ-2024-00483,2024-04-01,career_site,rejected,2024-04-14,screen,experience_mismatch
APP-0009471,CAND-0009394,REQ-2024-00483,2024-04-01,job_board,rejected,2024-04-22,screen,not_qualified
APP-0009472,CAND-0009395,REQ-2024-00484,2024-04-01,linkedin,rejected,2024-04-12,screen,requisition_cancelled
APP-0009473,CAND-0009396,REQ-2024-00485,2024-04-01,career_site,rejected,2024-04-29,interview,interview_feedback
APP-0009474,CAND-0009397,REQ-2024-00486,2024-04-01,referral,rejected,2024-04-14,assessment,assessment_failed
APP-0009475,CAND-0009398,REQ-2024-00487,2024-04-01,linkedin,offer_accepted,2024-04-24,offer,
APP-0009476,CAND-0009399,REQ-2024-00492,2024-04-01,job_board,rejected,2024-04-09,review,not_qualified
APP-0009477,CAND-0009400,REQ-2024-00015,2024-04-02,sourced,rejected,2024-04-06,review,not_qualified
APP-0009478,CAND-0009401,REQ-2024-00099,2024-04-02,career_site,rejected,2024-04-04,review,not_qualified
APP-0009479,CAND-0009402,REQ-2024-00103,2024-04-02,career_site,rejected,2024-04-05,review,not_qualified
APP-0009480,CAND-0009403,REQ-2024-00107,2024-04-02,career_site,rejected,2024-04-04,review,experience_mismatch
APP-0009481,CAND-0009404,REQ-2024-00112,2024-04-02,agency,rejected,2024-04-06,review,not_qualified
APP-0009482,CAND-0009405,REQ-2024-00139,2024-04-02,sourced,rejected,2024-04-10,screen,experience_mismatch
APP-0009483,CAND-0009406,REQ-2024-00139,2024-04-02,internal,rejected,2024-04-04,review,not_qualified
APP-0009484,CAND-0009407,REQ-2024-00155,2024-04-02,career_site,rejected,2024-04-06,review,not_qualified
APP-0009485,CAND-0009408,REQ-2024-00186,2024-04-02,career_site,rejected,2024-04-08,review,not_qualified
APP-0009486,CAND-0009409,REQ-2024-00205,2024-04-02,job_board,rejected,2024-04-13,review,not_qualified
APP-0009487,CAND-0009410,REQ-2024-00267,2024-04-02,linkedin,rejected,2024-04-15,screen,position_filled
APP-0009488,CAND-0009411,REQ-2024-00272,2024-04-02,job_board,rejected,2024-04-20,interview,interview_feedback
APP-0009489,CAND-0009412,REQ-2024-00276,2024-04-02,sourced,rejected,2024-04-10,review,not_qualified
APP-0009490,CAND-0009413,REQ-2024-00297,2024-04-02,job_board,rejected,2024-04-09,screen,experience_mismatch
APP-0009491,CAND-0009414,REQ-2024-00301,2024-04-02,linkedin,withdrawn,2024-04-04,review,personal
APP-0009492,CAND-0009415,REQ-2024-00360,2024-04-02,linkedin,rejected,2024-04-04,review,experience_mismatch
APP-0009493,CAND-0009416,REQ-2024-00364,2024-04-02,linkedin,rejected,2024-04-20,assessment,position_filled
APP-0009494,CAND-0009417,REQ-2024-00364,2024-04-02,career_site,rejected,2024-04-06,review,not_qualified
APP-0009495,CAND-0009418,REQ-2024-00375,2024-04-02,linkedin,rejected,2024-04-18,review,experience_mismatch
APP-0009496,CAND-0009419,REQ-2024-00390,2024-04-02,career_site,withdrawn,2024-04-09,screen,compensation_expectations
APP-0009497,CAND-0009420,REQ-2024-00392,2024-04-02,referral,rejected,2024-04-09,review,position_filled
APP-0009498,CAND-0009421,REQ-2024-00394,2024-04-02,sourced,rejected,2024-04-06,review,not_qualified
APP-0009499,CAND-0009422,REQ-2024-00413,2024-04-02,job_board,rejected,2024-04-06,review,experience_mismatch
APP-0009500,CAND-0009423,REQ-2024-00414,2024-04-02,career_site,rejected,2024-04-12,assessment,assessment_failed
APP-0009501,CAND-0009424,REQ-2024-00415,2024-04-02,internal,rejected,2024-04-10,review,not_qualified
APP-0009502,CAND-0009425,REQ-2024-00422,2024-04-02,linkedin,rejected,2024-04-19,interview,interview_feedback
APP-0009503,CAND-0009426,REQ-2024-00436,2024-04-02,career_site,rejected,2024-04-15,screen,experience_mismatch
APP-0009504,CAND-0009427,REQ-2024-00437,2024-04-02,job_board,rejected,2024-04-11,screen,experience_mismatch
APP-0009505,CAND-0009428,REQ-2024-00443,2024-04-02,referral,withdrawn,2024-04-08,screen,location
APP-0009506,CAND-0009429,REQ-2024-00446,2024-04-02,referral,rejected,2024-04-04,review,experience_mismatch
APP-0009507,CAND-0009430,REQ-2024-00447,2024-04-02,linkedin,rejected,2024-04-13,screen,experience_mismatch
APP-0009508,CAND-0009431,REQ-2024-00447,2024-04-02,career_site,rejected,2024-04-07,review,not_qualified
APP-0009509,CAND-0009432,REQ-2024-00448,2024-04-02,linkedin,rejected,2024-04-06,review,not_qualified
APP-0009510,CAND-0009433,REQ-2024-00448,2024-04-02,career_site,withdrawn,2024-04-10,assessment,no_response
APP-0009511,CAND-0009434,REQ-2024-00450,2024-04-02,job_board,rejected,2024-04-05,review,not_qualified
APP-0009512,CAND-0009435,REQ-2024-00450,2024-04-02,sourced,offer_accepted,2024-04-16,offer,
APP-0009513,CAND-0009436,REQ-2024-00452,2024-04-02,career_site,rejected,2024-04-06,review,not_qualified
APP-0009514,CAND-0009437,REQ-2024-00453,2024-04-02,agency,rejected,2024-04-16,screen,position_filled
APP-0009515,CAND-0009438,REQ-2024-00454,2024-04-02,sourced,rejected,2024-04-06,review,not_qualified
APP-0009516,CAND-0009439,REQ-2024-00454,2024-04-02,job_board,rejected,2024-04-10,screen,experience_mismatch
APP-0009517,CAND-0009440,REQ-2024-00454,2024-04-02,linkedin,rejected,2024-04-06,review,experience_mismatch
APP-0009518,CAND-0009441,REQ-2024-00454,2024-04-02,career_site,rejected,2024-04-12,screen,experience_mismatch
APP-0009519,CAND-0009442,REQ-2024-00457,2024-04-02,agency,rejected,2024-04-26,screen,experience_mismatch
APP-0009520,CAND-0009443,REQ-2024-00458,2024-04-02,linkedin,rejected,2024-04-11,assessment,assessment_failed
APP-0009521,CAND-0009444,REQ-2024-00462,2024-04-02,career_site,offer_accepted,2024-05-19,offer,
APP-0009522,CAND-0009445,REQ-2024-00465,2024-04-02,referral,withdrawn,2024-04-08,screen,personal
APP-0009523,CAND-0009446,REQ-2024-00466,2024-04-02,linkedin,offer_withdrawn,2024-05-01,offer,
APP-0009524,CAND-0009447,REQ-2024-00467,2024-04-02,career_site,rejected,2024-04-16,assessment,assessment_failed
APP-0009525,CAND-0009448,REQ-2024-00471,2024-04-02,job_board,rejected,2024-04-10,assessment,assessment_failed
APP-0009526,CAND-0009449,REQ-2024-00471,2024-04-02,career_site,rejected,2024-04-03,review,not_qualified
APP-0009527,CAND-0009450,REQ-2024-00474,2024-04-02,linkedin,rejected,2024-04-04,review,experience_mismatch
APP-0009528,CAND-0009451,REQ-2024-00474,2024-04-02,job_board,rejected,2024-04-22,interview,interview_feedback
APP-0009529,CAND-0009452,REQ-2024-00475,2024-04-02,job_board,offer_accepted,2024-04-25,offer,
APP-0009530,CAND-0009453,REQ-2024-00480,2024-04-02,linkedin,rejected,2024-04-05,review,experience_mismatch
APP-0009531,CAND-0009454,REQ-2024-00480,2024-04-02,job_board,rejected,2024-04-27,assessment,assessment_failed
APP-0009532,CAND-0009455,REQ-2024-00480,2024-04-02,referral,rejected,2024-04-07,review,experience_mismatch
APP-0009533,CAND-0009456,REQ-2024-00480,2024-04-02,job_board,rejected,2024-04-10,screen,experience_mismatch
APP-0009534,CAND-0009457,REQ-2024-00481,2024-04-02,career_site,withdrawn,2024-04-27,interview,location
APP-0009535,CAND-0009458,REQ-2024-00482,2024-04-02,job_board,rejected,2024-04-05,review,not_qualified
APP-0009536,CAND-0000318,REQ-2024-00485,2024-04-02,job_board,rejected,2024-04-07,review,not_qualified
APP-0009537,CAND-0009459,REQ-2024-00485,2024-04-02,job_board,offer_accepted,2024-04-30,offer,
APP-0009538,CAND-0009460,REQ-2024-00487,2024-04-02,referral,rejected,2024-04-23,assessment,assessment_failed
APP-0009539,CAND-0009461,REQ-2024-00487,2024-04-02,job_board,offer_withdrawn,2024-04-27,offer,
APP-0009540,CAND-0009462,REQ-2024-00488,2024-04-02,career_site,rejected,2024-04-16,interview,interview_feedback
APP-0009541,CAND-0009463,REQ-2024-00490,2024-04-02,career_site,rejected,2024-04-15,assessment,assessment_failed
APP-0009542,CAND-0009464,REQ-2024-00006,2024-04-03,job_board,rejected,2024-04-13,screen,not_qualified
APP-0009543,CAND-0009465,REQ-2024-00010,2024-04-03,job_board,withdrawn,2024-04-08,review,accepted_other_offer
APP-0009544,CAND-0009466,REQ-2024-00032,2024-04-03,career_site,rejected,2024-04-08,review,experience_mismatch
APP-0009545,CAND-0009467,REQ-2024-00058,2024-04-03,career_site,rejected,2024-04-22,screen,experience_mismatch
APP-0009546,CAND-0009468,REQ-2024-00065,2024-04-03,career_site,rejected,2024-04-22,assessment,assessment_failed
APP-0009547,CAND-0009469,REQ-2024-00080,2024-04-03,job_board,rejected,2024-04-06,review,not_qualified
APP-0009548,CAND-0009470,REQ-2024-00090,2024-04-03,sourced,rejected,2024-04-05,review,experience_mismatch
APP-0009549,CAND-0009471,REQ-2024-00101,2024-04-03,linkedin,rejected,2024-04-10,review,experience_mismatch
APP-0009550,CAND-0009472,REQ-2024-00112,2024-04-03,referral,rejected,2024-04-12,screen,not_qualified
APP-0009551,CAND-0009473,REQ-2024-00146,2024-04-03,linkedin,rejected,2024-04-05,review,not_qualified
APP-0009552,CAND-0009474,REQ-2024-00168,2024-04-03,job_board,rejected,2024-04-16,screen,not_qualified
APP-0009553,CAND-0009475,REQ-2024-00265,2024-04-03,referral,rejected,2024-04-06,review,experience_mismatch
APP-0009554,CAND-0009476,REQ-2024-00265,2024-04-03,linkedin,offer_withdrawn,2024-05-10,offer,
APP-0009555,CAND-0009477,REQ-2024-00267,2024-04-03,career_site,rejected,2024-04-10,assessment,assessment_failed
APP-0009556,CAND-0009478,REQ-2024-00268,2024-04-03,career_site,rejected,2024-04-10,review,position_filled
APP-0009557,CAND-0009479,REQ-2024-00274,2024-04-03,agency,rejected,2024-04-10,screen,experience_mismatch
APP-0009558,CAND-0009480,REQ-2024-00280,2024-04-03,agency,withdrawn,2024-04-09,review,personal
APP-0009559,CAND-0009481,REQ-2024-00297,2024-04-03,referral,withdrawn,2024-04-05,review,accepted_other_offer
APP-0009560,CAND-0009482,REQ-2024-00307,2024-04-03,job_board,withdrawn,2024-04-08,review,compensation_expectations
APP-0009561,CAND-0009483,REQ-2024-00308,2024-04-03,linkedin,withdrawn,2024-04-08,screen,no_response
APP-0009562,CAND-0009484,REQ-2024-00371,2024-04-03,linkedin,rejected,2024-04-05,review,experience_mismatch
APP-0009563,CAND-0009485,REQ-2024-00371,2024-04-03,job_board,rejected,2024-04-08,review,experience_mismatch
APP-0009564,CAND-0009486,REQ-2024-00392,2024-04-03,job_board,rejected,2024-04-07,review,experience_mismatch
APP-0009565,CAND-0009487,REQ-2024-00398,2024-04-03,linkedin,rejected,2024-05-10,interview,interview_feedback
APP-0009566,CAND-0009488,REQ-2024-00405,2024-04-03,referral,rejected,2024-04-05,review,not_qualified
APP-0009567,CAND-0009489,REQ-2024-00414,2024-04-03,job_board,offer_declined,2024-05-04,offer,
APP-0009568,CAND-0009490,REQ-2024-00417,2024-04-03,job_board,rejected,2024-04-10,screen,not_qualified
APP-0009569,CAND-0009491,REQ-2024-00417,2024-04-03,linkedin,rejected,2024-04-12,screen,not_qualified
APP-0009570,CAND-0009492,REQ-2024-00423,2024-04-03,career_site,withdrawn,2024-04-07,review,personal
APP-0009571,CAND-0009493,REQ-2024-00427,2024-04-03,linkedin,rejected,2024-04-10,screen,not_qualified
APP-0009572,CAND-0009494,REQ-2024-00431,2024-04-03,career_site,rejected,2024-04-08,review,not_qualified
APP-0009573,CAND-0009495,REQ-2024-00432,2024-04-03,job_board,rejected,2024-04-17,screen,position_filled
APP-0009574,CAND-0009496,REQ-2024-00435,2024-04-03,linkedin,rejected,2024-04-09,review,experience_mismatch
APP-0009575,CAND-0009497,REQ-2024-00443,2024-04-03,career_site,rejected,2024-04-08,review,experience_mismatch
APP-0009576,CAND-0009498,REQ-2024-00444,2024-04-03,career_site,rejected,2024-04-08,review,experience_mismatch
APP-0009577,CAND-0009499,REQ-2024-00447,2024-04-03,referral,rejected,2024-04-08,review,experience_mismatch
APP-0009578,CAND-0009500,REQ-2024-00447,2024-04-03,job_board,rejected,2024-04-06,review,not_qualified
APP-0009579,CAND-0009501,REQ-2024-00450,2024-04-03,career_site,rejected,2024-04-07,review,not_qualified
APP-0009580,CAND-0001391,REQ-2024-00456,2024-04-03,career_site,withdrawn,2024-04-08,screen,personal
APP-0009581,CAND-0009502,REQ-2024-00457,2024-04-03,career_site,withdrawn,2024-04-09,review,compensation_expectations
APP-0009582,CAND-0009503,REQ-2024-00458,2024-04-03,career_site,withdrawn,2024-04-19,interview,compensation_expectations
APP-0009583,CAND-0009504,REQ-2024-00462,2024-04-03,career_site,rejected,2024-04-06,review,experience_mismatch
APP-0009584,CAND-0009505,REQ-2024-00463,2024-04-03,job_board,rejected,2024-04-05,review,not_qualified
APP-0009585,CAND-0009506,REQ-2024-00463,2024-04-03,career_site,rejected,2024-04-08,review,experience_mismatch
APP-0009586,CAND-0009507,REQ-2024-00466,2024-04-03,linkedin,rejected,2024-04-11,review,not_qualified
APP-0009587,CAND-0009508,REQ-2024-00466,2024-04-03,career_site,offer_accepted,2024-04-20,offer,
APP-0009588,CAND-0009509,REQ-2024-00469,2024-04-03,job_board,withdrawn,2024-04-06,review,accepted_other_offer
APP-0009589,CAND-0009510,REQ-2024-00470,2024-04-03,internal,rejected,2024-04-11,screen,not_qualified
APP-0009590,CAND-0009511,REQ-2024-00471,2024-04-03,career_site,withdrawn,2024-04-09,screen,no_response
APP-0009591,CAND-0009512,REQ-2024-00471,2024-04-03,job_board,rejected,2024-04-24,assessment,position_filled
APP-0009592,CAND-0009513,REQ-2024-00472,2024-04-03,job_board,rejected,2024-04-21,interview,position_filled
APP-0009593,CAND-0009514,REQ-2024-00474,2024-04-03,sourced,rejected,2024-04-24,interview,interview_feedback
APP-0009594,CAND-0009515,REQ-2024-00475,2024-04-03,career_site,rejected,2024-04-10,screen,not_qualified
APP-0009595,CAND-0009516,REQ-2024-00475,2024-04-03,sourced,rejected,2024-04-15,assessment,assessment_failed
APP-0009596,CAND-0009517,REQ-2024-00476,2024-04-03,linkedin,rejected,2024-05-01,assessment,assessment_failed
APP-0009597,CAND-0009518,REQ-2024-00480,2024-04-03,referral,rejected,2024-04-05,review,not_qualified
APP-0009598,CAND-0009519,REQ-2024-00480,2024-04-03,internal,rejected,2024-05-05,assessment,position_filled
APP-0009599,CAND-0009520,REQ-2024-00483,2024-04-03,career_site,withdrawn,2024-04-14,screen,accepted_other_offer
APP-0009600,CAND-0009521,REQ-2024-00483,2024-04-03,sourced,withdrawn,2024-04-07,review,location
APP-0009601,CAND-0009522,REQ-2024-00483,2024-04-03,job_board,rejected,2024-05-06,assessment,position_filled
APP-0009602,CAND-0009523,REQ-2024-00484,2024-04-03,job_board,rejected,2024-04-07,review,not_qualified
APP-0009603,CAND-0009524,REQ-2024-00485,2024-04-03,career_site,rejected,2024-04-08,review,experience_mismatch
APP-0009604,CAND-0009525,REQ-2024-00485,2024-04-03,linkedin,rejected,2024-04-10,screen,not_qualified
APP-0009605,CAND-0009526,REQ-2024-00486,2024-04-03,career_site,rejected,2024-04-06,screen,not_qualified
APP-0009606,CAND-0009527,REQ-2024-00486,2024-04-03,linkedin,offer_accepted,2024-04-26,offer,
APP-0009607,CAND-0009528,REQ-2024-00492,2024-04-03,sourced,rejected,2024-04-07,review,not_qualified
APP-0009608,CAND-0009529,REQ-2024-00494,2024-04-03,career_site,withdrawn,2024-04-20,interview,compensation_expectations
