application_id,candidate_id,requisition_id,application_date,source_channel,application_status_current,current_stage_code,rejected_date,withdrawal_date,disposition_reason,updated_at,extracted_at
APP-0000161,CAND-0000159,REQ-2024-00008,2024-07-18,job_board,rejected,review,2024-07-21,,not_qualified,2024-07-21T14:36:58Z,2026-05-31T23:59:59Z
APP-0000162,CAND-0000160,REQ-2024-00009,2024-08-05,linkedin,rejected,review,2024-08-08,,not_qualified,2024-08-08T16:17:52Z,2026-05-31T23:59:59Z
APP-0000163,CAND-0000161,REQ-2024-00009,2024-08-06,job_board,rejected,interview,2024-09-02,,interview_feedback,2024-09-02T18:45:58Z,2026-05-31T23:59:59Z
APP-0000164,CAND-0000162,REQ-2024-00009,2024-08-09,career_site,withdrawn,review,,2024-08-11,personal,2024-08-11T15:21:41Z,2026-05-31T23:59:59Z
APP-0000165,CAND-0000163,REQ-2024-00009,2024-08-13,sourced,rejected,review,2024-08-16,,experience_mismatch,2024-08-16T14:55:15Z,2026-05-31T23:59:59Z
APP-0000166,CAND-0000164,REQ-2024-00009,2024-08-15,career_site,started,offer,,,,2024-10-14T19:02:01Z,2026-05-31T23:59:59Z
APP-0000167,CAND-0000165,REQ-2024-00009,2024-08-17,linkedin,rejected,review,2024-08-21,,experience_mismatch,2024-08-21T08:13:51Z,2026-05-31T23:59:59Z
APP-0000168,CAND-0000166,REQ-2024-00009,2024-08-20,internal,rejected,assessment,2024-09-08,,assessment_failed,2024-09-08T14:00:14Z,2026-05-31T23:59:59Z
APP-0000169,CAND-0000167,REQ-2024-00009,2024-08-21,linkedin,rejected,review,2024-08-22,,not_qualified,2024-08-22T12:41:28Z,2026-05-31T23:59:59Z
APP-0000170,CAND-0000168,REQ-2024-00009,2024-08-21,sourced,rejected,review,2024-08-26,,experience_mismatch,2024-08-26T10:36:13Z,2026-05-31T23:59:59Z
APP-0000171,CAND-0000169,REQ-2024-00009,2024-08-25,internal,withdrawn,screen,,2024-08-31,no_response,2024-08-31T16:19:23Z,2026-05-31T23:59:59Z
APP-0000172,CAND-0000170,REQ-2024-00009,2024-08-27,job_board,rejected,screen,2024-09-04,,not_qualified,2024-09-04T17:21:53Z,2026-05-31T23:59:59Z
APP-0000173,CAND-0000171,REQ-2024-00009,2024-08-30,career_site,rejected,review,2024-09-06,,not_qualified,2024-09-06T18:12:55Z,2026-05-31T23:59:59Z
APP-0000174,CAND-0000172,REQ-2024-00009,2024-08-30,career_site,rejected,screen,2024-09-04,,experience_mismatch,2024-09-04T09:09:24Z,2026-05-31T23:59:59Z
APP-0000175,CAND-0000173,REQ-2024-00009,2024-09-03,referral,rejected,screen,2024-09-15,,position_filled,2024-09-15T16:09:54Z,2026-05-31T23:59:59Z
APP-0000176,CAND-0000174,REQ-2024-00009,2024-09-04,job_board,rejected,screen,2024-09-15,,not_qualified,2024-09-15T08:33:44Z,2026-05-31T23:59:59Z
APP-0000177,CAND-0000175,REQ-2024-00009,2024-09-12,career_site,rejected,review,2024-09-15,,position_filled,2024-09-15T12:40:30Z,2026-05-31T23:59:59Z
APP-0000178,CAND-0000176,REQ-2024-00010,2024-10-24,linkedin,rejected,interview,2024-11-21,,interview_feedback,2024-11-21T13:20:47Z,2026-05-31T23:59:59Z
APP-0000179,CAND-0000177,REQ-2024-00010,2024-10-29,referral,rejected,screen,2024-11-12,,not_qualified,2024-11-12T12:29:45Z,2026-05-31T23:59:59Z
APP-0000180,CAND-0000178,REQ-2024-00010,2024-10-30,linkedin,rejected,review,2024-11-10,,not_qualified,2024-11-10T10:47:46Z,2026-05-31T23:59:59Z
APP-0000181,CAND-0000179,REQ-2024-00010,2024-10-30,job_board,rejected,review,2024-11-08,,not_qualified,2024-11-08T10:11:16Z,2026-05-31T23:59:59Z
APP-0000182,CAND-0000180,REQ-2024-00010,2024-11-01,sourced,rejected,review,2024-11-10,,experience_mismatch,2024-11-10T15:24:46Z,2026-05-31T23:59:59Z
APP-0000183,CAND-0000181,REQ-2024-00010,2024-11-01,agency,withdrawn,review,,2024-11-05,no_response,2024-11-05T08:38:00Z,2026-05-31T23:59:59Z
APP-0000184,CAND-0000182,REQ-2024-00010,2024-11-02,job_board,rejected,assessment,2024-11-26,,requisition_cancelled,2024-11-26T08:50:19Z,2026-05-31T23:59:59Z
APP-0000185,CAND-0000183,REQ-2024-00010,2024-11-05,linkedin,rejected,review,2024-11-11,,experience_mismatch,2024-11-11T14:52:13Z,2026-05-31T23:59:59Z
APP-0000186,CAND-0000184,REQ-2024-00010,2024-11-11,career_site,rejected,review,2024-11-17,,experience_mismatch,2024-11-17T11:20:07Z,2026-05-31T23:59:59Z
APP-0000187,CAND-0000185,REQ-2024-00011,2024-11-12,sourced,rejected,assessment,2024-11-26,,assessment_failed,2024-11-26T15:45:53Z,2026-05-31T23:59:59Z
APP-0000188,CAND-0000186,REQ-2024-00011,2024-11-14,linkedin,rejected,assessment,2024-12-03,,assessment_failed,2024-12-03T08:15:28Z,2026-05-31T23:59:59Z
APP-0000189,CAND-0000187,REQ-2024-00011,2024-11-17,career_site,started,offer,,,,2025-01-27T11:47:02Z,2026-05-31T23:59:59Z
APP-0000190,CAND-0000188,REQ-2024-00010,2024-11-23,career_site,rejected,review,2024-11-26,,requisition_cancelled,2024-11-26T14:11:31Z,2026-05-31T23:59:59Z
APP-0000191,CAND-0000189,REQ-2024-00011,2024-11-23,linkedin,withdrawn,review,,2024-11-26,personal,2024-11-26T12:45:57Z,2026-05-31T23:59:59Z
APP-0000192,CAND-0000190,REQ-2024-00011,2024-11-23,internal,rejected,review,2024-12-02,,not_qualified,2024-12-02T11:04:31Z,2026-05-31T23:59:59Z
APP-0000193,CAND-0000191,REQ-2024-00011,2024-11-30,referral,rejected,interview,2024-12-18,,interview_feedback,2024-12-18T08:00:41Z,2026-05-31T23:59:59Z
APP-0000194,CAND-0000192,REQ-2024-00011,2024-12-09,linkedin,withdrawn,screen,,2024-12-23,location,2024-12-23T18:25:14Z,2026-05-31T23:59:59Z
APP-0000195,CAND-0000193,REQ-2024-00012,2024-12-10,job_board,rejected,review,2024-12-13,,not_qualified,2024-12-13T17:48:12Z,2026-05-31T23:59:59Z
APP-0000196,CAND-0000194,REQ-2024-00012,2024-12-16,job_board,rejected,review,2024-12-20,,experience_mismatch,2024-12-20T18:38:30Z,2026-05-31T23:59:59Z
APP-0000197,CAND-0000195,REQ-2024-00012,2024-12-20,career_site,rejected,review,2024-12-30,,experience_mismatch,2024-12-30T08:57:20Z,2026-05-31T23:59:59Z
APP-0000198,CAND-0000196,REQ-2024-00012,2024-12-20,job_board,rejected,review,2024-12-24,,experience_mismatch,2024-12-24T16:33:37Z,2026-05-31T23:59:59Z
APP-0000199,CAND-0000197,REQ-2024-00012,2024-12-20,job_board,rejected,screen,2025-01-02,,not_qualified,2025-01-02T09:43:19Z,2026-05-31T23:59:59Z
APP-0000200,CAND-0000198,REQ-2024-00012,2024-12-21,career_site,withdrawn,assessment,,2025-01-09,location,2025-01-09T19:04:35Z,2026-05-31T23:59:59Z
APP-0000201,CAND-0000199,REQ-2024-00012,2024-12-21,linkedin,rejected,assessment,2025-01-14,,assessment_failed,2025-01-14T09:18:13Z,2026-05-31T23:59:59Z
APP-0000202,CAND-0000200,REQ-2024-00012,2024-12-21,career_site,withdrawn,screen,,2024-12-29,personal,2024-12-29T11:24:31Z,2026-05-31T23:59:59Z
APP-0000203,CAND-0000201,REQ-2024-00012,2024-12-24,internal,rejected,review,2024-12-28,,experience_mismatch,2024-12-28T08:26:33Z,2026-05-31T23:59:59Z
APP-0000204,CAND-0000202,REQ-2024-00012,2024-12-26,linkedin,started,offer,,,,2025-03-03T13:34:18Z,2026-05-31T23:59:59Z
APP-0000205,CAND-0000082,REQ-2024-00012,2024-12-29,career_site,rejected,interview,2025-02-13,,position_filled,2025-02-13T13:12:44Z,2026-05-31T23:59:59Z
APP-0000206,CAND-0000203,REQ-2024-00012,2025-01-02,career_site,rejected,assessment,2025-01-25,,assessment_failed,2025-01-25T11:12:54Z,2026-05-31T23:59:59Z
APP-0000207,CAND-0000204,REQ-2024-00012,2025-01-20,sourced,withdrawn,screen,,2025-02-08,personal,2025-02-08T18:17:04Z,2026-05-31T23:59:59Z
APP-0000208,CAND-0000205,REQ-2024-00012,2025-01-23,job_board,rejected,interview,2025-02-13,,position_filled,2025-02-13T08:26:25Z,2026-05-31T23:59:59Z
APP-0000209,CAND-0000206,REQ-2024-00012,2025-01-23,job_board,rejected,review,2025-02-01,,experience_mismatch,2025-02-01T15:56:23Z,2026-05-31T23:59:59Z
APP-0000210,CAND-0000207,REQ-2024-00012,2025-01-23,sourced,withdrawn,screen,,2025-02-01,no_response,2025-02-01T17:41:22Z,2026-05-31T23:59:59Z
APP-0000211,CAND-0000208,REQ-2024-00012,2025-01-25,career_site,rejected,assessment,2025-02-08,,assessment_failed,2025-02-08T17:00:04Z,2026-05-31T23:59:59Z
APP-0000212,CAND-0000209,REQ-2024-00012,2025-01-26,linkedin,rejected,review,2025-02-05,,experience_mismatch,2025-02-05T17:28:14Z,2026-05-31T23:59:59Z
APP-0000213,CAND-0000210,REQ-2024-00012,2025-01-26,internal,rejected,review,2025-02-07,,experience_mismatch,2025-02-07T19:03:20Z,2026-05-31T23:59:59Z
APP-0000214,CAND-0000211,REQ-2024-00012,2025-02-03,job_board,withdrawn,screen,,2025-02-13,personal,2025-02-13T12:38:51Z,2026-05-31T23:59:59Z
APP-0000215,CAND-0000212,REQ-2025-00001,2025-02-16,job_board,rejected,review,2025-02-19,,not_qualified,2025-02-19T13:54:21Z,2026-05-31T23:59:59Z
APP-0000216,CAND-0000001,REQ-2025-00001,2025-02-18,job_board,rejected,screen,2025-02-22,,experience_mismatch,2025-02-22T12:16:55Z,2026-05-31T23:59:59Z
APP-0000217,CAND-0000213,REQ-2025-00002,2025-02-18,referral,withdrawn,screen,,2025-02-26,no_response,2025-02-26T16:26:09Z,2026-05-31T23:59:59Z
APP-0000218,CAND-0000214,REQ-2025-00002,2025-02-19,career_site,rejected,review,2025-02-21,,not_qualified,2025-02-21T14:08:48Z,2026-05-31T23:59:59Z
APP-0000219,CAND-0000215,REQ-2025-00002,2025-02-21,career_site,rejected,assessment,2025-03-06,,assessment_failed,2025-03-06T16:16:38Z,2026-05-31T23:59:59Z
APP-0000220,CAND-0000216,REQ-2025-00002,2025-02-22,job_board,rejected,review,2025-02-24,,not_qualified,2025-02-24T14:57:05Z,2026-05-31T23:59:59Z
APP-0000221,CAND-0000217,REQ-2025-00002,2025-02-22,job_board,withdrawn,review,,2025-03-01,no_response,2025-03-01T16:47:19Z,2026-05-31T23:59:59Z
APP-0000222,CAND-0000218,REQ-2025-00001,2025-02-25,career_site,rejected,screen,2025-03-01,,not_qualified,2025-03-01T15:03:09Z,2026-05-31T23:59:59Z
APP-0000223,CAND-0000219,REQ-2025-00001,2025-02-27,career_site,rejected,assessment,2025-03-15,,assessment_failed,2025-03-15T13:57:15Z,2026-05-31T23:59:59Z
APP-0000224,CAND-0000220,REQ-2025-00001,2025-02-27,career_site,withdrawn,review,,2025-03-05,compensation_expectations,2025-03-05T18:14:48Z,2026-05-31T23:59:59Z
APP-0000225,CAND-0000221,REQ-2025-00002,2025-02-27,linkedin,rejected,review,2025-03-01,,experience_mismatch,2025-03-01T15:31:26Z,2026-05-31T23:59:59Z
APP-0000226,CAND-0000192,REQ-2025-00001,2025-03-01,career_site,rejected,screen,2025-03-11,,experience_mismatch,2025-03-11T15:53:24Z,2026-05-31T23:59:59Z
APP-0000227,CAND-0000222,REQ-2025-00001,2025-03-01,career_site,rejected,review,2025-03-03,,not_qualified,2025-03-03T14:48:02Z,2026-05-31T23:59:59Z
APP-0000228,CAND-0000223,REQ-2025-00002,2025-03-01,career_site,rejected,review,2025-03-08,,not_qualified,2025-03-08T17:01:39Z,2026-05-31T23:59:59Z
APP-0000229,CAND-0000224,REQ-2025-00001,2025-03-02,referral,withdrawn,review,,2025-03-04,accepted_other_offer,2025-03-04T11:47:49Z,2026-05-31T23:59:59Z
APP-0000230,CAND-0000225,REQ-2025-00001,2025-03-03,career_site,rejected,review,2025-03-09,,not_qualified,2025-03-09T11:10:56Z,2026-05-31T23:59:59Z
APP-0000231,CAND-0000226,REQ-2025-00002,2025-03-03,career_site,rejected,review,2025-03-12,,not_qualified,2025-03-12T15:57:10Z,2026-05-31T23:59:59Z
APP-0000232,CAND-0000227,REQ-2025-00002,2025-03-04,career_site,rejected,review,2025-03-15,,not_qualified,2025-03-15T14:11:56Z,2026-05-31T23:59:59Z
APP-0000233,CAND-0000228,REQ-2025-00001,2025-03-07,job_board,candidate_renege,offer,,,,2025-04-07T08:34:02Z,2026-05-31T23:59:59Z
APP-0000234,CAND-0000229,REQ-2025-00002,2025-03-07,linkedin,rejected,interview,2025-04-03,,interview_feedback,2025-04-03T14:56:25Z,2026-05-31T23:59:59Z
APP-0000235,CAND-0000230,REQ-2025-00001,2025-03-08,agency,rejected,review,2025-03-10,,not_qualified,2025-03-10T19:41:03Z,2026-05-31T23:59:59Z
APP-0000236,CAND-0000231,REQ-2025-00001,2025-03-11,career_site,rejected,assessment,2025-03-21,,assessment_failed,2025-03-21T10:02:29Z,2026-05-31T23:59:59Z
APP-0000237,CAND-0000232,REQ-2025-00001,2025-03-11,career_site,rejected,interview,2025-04-01,,interview_feedback,2025-04-01T08:57:07Z,2026-05-31T23:59:59Z
APP-0000238,CAND-0000233,REQ-2025-00002,2025-03-11,referral,rejected,review,2025-03-20,,experience_mismatch,2025-03-20T17:37:54Z,2026-05-31T23:59:59Z
APP-0000239,CAND-0000234,REQ-2025-00001,2025-03-13,linkedin,withdrawn,assessment,,2025-03-21,compensation_expectations,2025-03-21T16:09:08Z,2026-05-31T23:59:59Z
APP-0000240,CAND-0000235,REQ-2025-00002,2025-03-15,career_site,rejected,interview,2025-04-19,,interview_feedback,2025-04-19T15:45:11Z,2026-05-31T23:59:59Z
APP-0000241,CAND-0000236,REQ-2025-00002,2025-03-15,referral,rejected,review,2025-03-21,,experience_mismatch,2025-03-21T11:10:09Z,2026-05-31T23:59:59Z
APP-0000242,CAND-0000237,REQ-2025-00001,2025-03-16,linkedin,rejected,review,2025-03-18,,experience_mismatch,2025-03-18T12:45:31Z,2026-05-31T23:59:59Z
APP-0000243,CAND-0000238,REQ-2025-00001,2025-03-17,linkedin,rejected,interview,2025-04-03,,interview_feedback,2025-04-03T16:36:13Z,2026-05-31T23:59:59Z
APP-0000244,CAND-0000196,REQ-2025-00002,2025-03-25,career_site,rejected,review,2025-03-28,,experience_mismatch,2025-03-28T12:11:10Z,2026-05-31T23:59:59Z
APP-0000245,CAND-0000239,REQ-2025-00002,2025-03-26,linkedin,rejected,review,2025-04-05,,experience_mismatch,2025-04-05T16:20:24Z,2026-05-31T23:59:59Z
APP-0000246,CAND-0000240,REQ-2025-00003,2025-04-08,job_board,rejected,review,2025-04-12,,not_qualified,2025-04-12T14:34:26Z,2026-05-31T23:59:59Z
APP-0000247,CAND-0000241,REQ-2025-00003,2025-04-09,job_board,rejected,review,2025-04-12,,not_qualified,2025-04-12T17:07:48Z,2026-05-31T23:59:59Z
APP-0000248,CAND-0000242,REQ-2025-00003,2025-04-10,linkedin,withdrawn,review,,2025-04-12,accepted_other_offer,2025-04-12T16:10:29Z,2026-05-31T23:59:59Z
APP-0000249,CAND-0000243,REQ-2025-00003,2025-04-10,career_site,rejected,screen,2025-04-18,,not_qualified,2025-04-18T19:27:31Z,2026-05-31T23:59:59Z
APP-0000250,CAND-0000244,REQ-2025-00003,2025-04-10,referral,rejected,assessment,2025-04-26,,assessment_failed,2025-04-26T10:57:10Z,2026-05-31T23:59:59Z
APP-0000251,CAND-0000245,REQ-2025-00003,2025-04-10,linkedin,rejected,review,2025-04-13,,experience_mismatch,2025-04-13T15:27:12Z,2026-05-31T23:59:59Z
APP-0000252,CAND-0000246,REQ-2025-00003,2025-04-10,career_site,rejected,review,2025-04-13,,not_qualified,2025-04-13T10:14:02Z,2026-05-31T23:59:59Z
APP-0000253,CAND-0000247,REQ-2025-00002,2025-04-11,sourced,rejected,assessment,2025-04-21,,assessment_failed,2025-04-21T18:37:48Z,2026-05-31T23:59:59Z
APP-0000254,CAND-0000248,REQ-2025-00003,2025-04-12,referral,rejected,review,2025-04-14,,experience_mismatch,2025-04-14T14:23:27Z,2026-05-31T23:59:59Z
APP-0000255,CAND-0000249,REQ-2025-00003,2025-04-12,job_board,rejected,assessment,2025-04-28,,assessment_failed,2025-04-28T08:09:45Z,2026-05-31T23:59:59Z
APP-0000256,CAND-0000250,REQ-2025-00003,2025-04-12,career_site,rejected,interview,2025-05-11,,interview_feedback,2025-05-11T12:30:43Z,2026-05-31T23:59:59Z
APP-0000257,CAND-0000251,REQ-2025-00003,2025-04-13,career_site,rejected,interview,2025-05-07,,interview_feedback,2025-05-07T12:09:09Z,2026-05-31T23:59:59Z
APP-0000258,CAND-0000195,REQ-2025-00003,2025-04-13,career_site,rejected,review,2025-04-14,,not_qualified,2025-04-14T13:00:36Z,2026-05-31T23:59:59Z
APP-0000259,CAND-0000252,REQ-2025-00003,2025-04-14,referral,rejected,review,2025-04-15,,experience_mismatch,2025-04-15T10:55:30Z,2026-05-31T23:59:59Z
APP-0000260,CAND-0000253,REQ-2025-00003,2025-04-14,job_board,rejected,review,2025-04-18,,experience_mismatch,2025-04-18T16:41:41Z,2026-05-31T23:59:59Z
APP-0000261,CAND-0000254,REQ-2025-00003,2025-04-14,job_board,rejected,assessment,2025-04-30,,assessment_failed,2025-04-30T17:12:51Z,2026-05-31T23:59:59Z
APP-0000262,CAND-0000255,REQ-2025-00003,2025-04-14,internal,rejected,screen,2025-04-21,,experience_mismatch,2025-04-21T09:10:01Z,2026-05-31T23:59:59Z
APP-0000263,CAND-0000256,REQ-2025-00003,2025-04-14,linkedin,rejected,interview,2025-04-28,,interview_feedback,2025-04-28T09:23:11Z,2026-05-31T23:59:59Z
APP-0000264,CAND-0000257,REQ-2025-00003,2025-04-15,career_site,rejected,interview,2025-05-02,,interview_feedback,2025-05-02T15:01:48Z,2026-05-31T23:59:59Z
APP-0000265,CAND-0000258,REQ-2025-00003,2025-04-15,career_site,rejected,screen,2025-04-28,,experience_mismatch,2025-04-28T16:51:22Z,2026-05-31T23:59:59Z
APP-0000266,CAND-0000259,REQ-2025-00001,2025-04-16,internal,rejected,review,2025-04-21,,not_qualified,2025-04-21T11:14:56Z,2026-05-31T23:59:59Z
APP-0000267,CAND-0000260,REQ-2025-00002,2025-04-16,career_site,rejected,review,2025-04-18,,experience_mismatch,2025-04-18T17:36:38Z,2026-05-31T23:59:59Z
APP-0000268,CAND-0000261,REQ-2025-00003,2025-04-16,linkedin,rejected,assessment,2025-04-24,,assessment_failed,2025-04-24T17:49:43Z,2026-05-31T23:59:59Z
APP-0000269,CAND-0000262,REQ-2025-00003,2025-04-16,job_board,started,offer,,,,2025-06-23T13:52:33Z,2026-05-31T23:59:59Z
APP-0000270,CAND-0000263,REQ-2025-00001,2025-04-17,sourced,rejected,assessment,2025-04-30,,assessment_failed,2025-04-30T09:30:44Z,2026-05-31T23:59:59Z
APP-0000271,CAND-0000264,REQ-2025-00001,2025-04-17,sourced,rejected,review,2025-04-21,,not_qualified,2025-04-21T12:57:54Z,2026-05-31T23:59:59Z
APP-0000272,CAND-0000265,REQ-2025-00003,2025-04-17,linkedin,rejected,review,2025-04-23,,experience_mismatch,2025-04-23T11:43:36Z,2026-05-31T23:59:59Z
APP-0000273,CAND-0000031,REQ-2025-00003,2025-04-17,agency,rejected,interview,2025-05-01,,interview_feedback,2025-05-01T19:24:46Z,2026-05-31T23:59:59Z
APP-0000274,CAND-0000266,REQ-2025-00003,2025-04-18,linkedin,rejected,review,2025-04-21,,experience_mismatch,2025-04-21T14:51:09Z,2026-05-31T23:59:59Z
APP-0000275,CAND-0000267,REQ-2025-00003,2025-04-18,referral,rejected,assessment,2025-05-08,,assessment_failed,2025-05-08T12:08:43Z,2026-05-31T23:59:59Z
APP-0000276,CAND-0000268,REQ-2025-00001,2025-04-19,sourced,started,offer,,,,2025-06-09T14:16:17Z,2026-05-31T23:59:59Z
APP-0000277,CAND-0000269,REQ-2025-00003,2025-04-19,career_site,rejected,review,2025-04-22,,not_qualified,2025-04-22T08:37:59Z,2026-05-31T23:59:59Z
APP-0000278,CAND-0000270,REQ-2025-00003,2025-04-19,career_site,rejected,review,2025-04-22,,experience_mismatch,2025-04-22T09:33:42Z,2026-05-31T23:59:59Z
APP-0000279,CAND-0000271,REQ-2025-00001,2025-04-20,job_board,offer_withdrawn,offer,,,,2025-05-08T09:21:36Z,2026-05-31T23:59:59Z
APP-0000280,CAND-0000272,REQ-2025-00003,2025-04-20,career_site,rejected,review,2025-04-21,,experience_mismatch,2025-04-21T17:52:11Z,2026-05-31T23:59:59Z
APP-0000281,CAND-0000273,REQ-2025-00003,2025-04-21,internal,rejected,screen,2025-04-26,,experience_mismatch,2025-04-26T11:44:29Z,2026-05-31T23:59:59Z
APP-0000282,CAND-0000274,REQ-2025-00003,2025-04-22,job_board,withdrawn,assessment,,2025-05-07,compensation_expectations,2025-05-07T19:13:43Z,2026-05-31T23:59:59Z
APP-0000283,CAND-0000275,REQ-2025-00003,2025-04-22,job_board,rejected,review,2025-04-27,,not_qualified,2025-04-27T13:26:09Z,2026-05-31T23:59:59Z
APP-0000284,CAND-0000276,REQ-2025-00003,2025-04-22,sourced,withdrawn,review,,2025-04-25,location,2025-04-25T13:07:30Z,2026-05-31T23:59:59Z
APP-0000285,CAND-0000277,REQ-2025-00003,2025-04-22,career_site,started,offer,,,,2025-06-09T15:35:32Z,2026-05-31T23:59:59Z
APP-0000286,CAND-0000009,REQ-2025-00003,2025-04-23,job_board,rejected,screen,2025-05-01,,not_qualified,2025-05-01T14:20:46Z,2026-05-31T23:59:59Z
APP-0000287,CAND-0000278,REQ-2025-00003,2025-04-23,job_board,rejected,interview,2025-05-05,,interview_feedback,2025-05-05T17:46:16Z,2026-05-31T23:59:59Z
APP-0000288,CAND-0000279,REQ-2025-00003,2025-04-23,linkedin,rejected,review,2025-04-27,,not_qualified,2025-04-27T11:39:37Z,2026-05-31T23:59:59Z
APP-0000289,CAND-0000117,REQ-2025-00003,2025-04-24,job_board,withdrawn,review,,2025-04-28,personal,2025-04-28T09:59:11Z,2026-05-31T23:59:59Z
APP-0000290,CAND-0000280,REQ-2025-00003,2025-04-25,linkedin,rejected,review,2025-04-29,,experience_mismatch,2025-04-29T10:45:30Z,2026-05-31T23:59:59Z
APP-0000291,CAND-0000281,REQ-2025-00003,2025-04-26,career_site,rejected,review,2025-05-02,,not_qualified,2025-05-02T12:53:48Z,2026-05-31T23:59:59Z
APP-0000292,CAND-0000282,REQ-2025-00003,2025-04-28,sourced,offer_withdrawn,offer,,,,2025-05-24T08:55:02Z,2026-05-31T23:59:59Z
APP-0000293,CAND-0000283,REQ-2025-00003,2025-04-28,job_board,rejected,assessment,2025-05-11,,assessment_failed,2025-05-11T18:51:28Z,2026-05-31T23:59:59Z
APP-0000294,CAND-0000284,REQ-2025-00003,2025-04-29,job_board,rejected,review,2025-05-01,,experience_mismatch,2025-05-01T12:12:03Z,2026-05-31T23:59:59Z
APP-0000295,CAND-0000285,REQ-2025-00003,2025-04-29,internal,rejected,review,2025-05-03,,not_qualified,2025-05-03T17:06:13Z,2026-05-31T23:59:59Z
APP-0000296,CAND-0000286,REQ-2025-00003,2025-04-29,career_site,rejected,assessment,2025-05-08,,assessment_failed,2025-05-08T15:40:47Z,2026-05-31T23:59:59Z
APP-0000297,CAND-0000287,REQ-2025-00003,2025-04-29,linkedin,started,offer,,,,2025-06-16T17:00:25Z,2026-05-31T23:59:59Z
APP-0000298,CAND-0000288,REQ-2025-00003,2025-04-30,linkedin,rejected,review,2025-05-02,,not_qualified,2025-05-02T11:05:28Z,2026-05-31T23:59:59Z
APP-0000299,CAND-0000289,REQ-2025-00003,2025-04-30,job_board,rejected,review,2025-05-02,,not_qualified,2025-05-02T16:51:58Z,2026-05-31T23:59:59Z
APP-0000300,CAND-0000249,REQ-2025-00002,2025-05-01,job_board,rejected,screen,2025-05-14,,experience_mismatch,2025-05-14T09:31:32Z,2026-05-31T23:59:59Z
APP-0000301,CAND-0000290,REQ-2025-00003,2025-05-01,sourced,withdrawn,review,,2025-05-03,accepted_other_offer,2025-05-03T11:20:02Z,2026-05-31T23:59:59Z
APP-0000302,CAND-0000291,REQ-2025-00003,2025-05-02,linkedin,rejected,assessment,2025-05-07,,assessment_failed,2025-05-07T13:00:08Z,2026-05-31T23:59:59Z
APP-0000303,CAND-0000292,REQ-2025-00003,2025-05-02,agency,rejected,interview,2025-05-25,,interview_feedback,2025-05-25T17:05:18Z,2026-05-31T23:59:59Z
APP-0000304,CAND-0000293,REQ-2025-00003,2025-05-02,career_site,rejected,assessment,2025-05-15,,assessment_failed,2025-05-15T08:03:57Z,2026-05-31T23:59:59Z
APP-0000305,CAND-0000294,REQ-2025-00001,2025-05-03,agency,rejected,screen,2025-05-06,,not_qualified,2025-05-06T12:39:23Z,2026-05-31T23:59:59Z
APP-0000306,CAND-0000295,REQ-2025-00003,2025-05-03,job_board,rejected,review,2025-05-04,,experience_mismatch,2025-05-04T11:03:29Z,2026-05-31T23:59:59Z
APP-0000307,CAND-0000296,REQ-2025-00003,2025-05-04,linkedin,rejected,screen,2025-05-14,,experience_mismatch,2025-05-14T18:32:55Z,2026-05-31T23:59:59Z
APP-0000308,CAND-0000297,REQ-2025-00003,2025-05-04,career_site,started,offer,,,,2025-06-09T16:02:14Z,2026-05-31T23:59:59Z
APP-0000309,CAND-0000298,REQ-2025-00003,2025-05-06,referral,rejected,review,2025-05-10,,experience_mismatch,2025-05-10T09:29:52Z,2026-05-31T23:59:59Z
APP-0000310,CAND-0000299,REQ-2025-00003,2025-05-07,job_board,rejected,assessment,2025-05-17,,assessment_failed,2025-05-17T19:43:49Z,2026-05-31T23:59:59Z
APP-0000311,CAND-0000300,REQ-2025-00002,2025-05-08,linkedin,withdrawn,review,,2025-05-09,accepted_other_offer,2025-05-09T19:26:27Z,2026-05-31T23:59:59Z
APP-0000312,CAND-0000301,REQ-2025-00003,2025-05-08,referral,rejected,review,2025-05-12,,experience_mismatch,2025-05-12T14:07:21Z,2026-05-31T23:59:59Z
APP-0000313,CAND-0000302,REQ-2025-00003,2025-05-10,agency,withdrawn,review,,2025-05-14,no_response,2025-05-14T08:38:39Z,2026-05-31T23:59:59Z
APP-0000314,CAND-0000303,REQ-2025-00003,2025-05-11,linkedin,withdrawn,screen,,2025-05-17,compensation_expectations,2025-05-17T12:05:00Z,2026-05-31T23:59:59Z
APP-0000315,CAND-0000304,REQ-2025-00003,2025-05-11,career_site,rejected,review,2025-05-28,,position_filled,2025-05-28T08:24:26Z,2026-05-31T23:59:59Z
APP-0000316,CAND-0000305,REQ-2025-00003,2025-05-11,referral,withdrawn,review,,2025-05-16,location,2025-05-16T12:32:00Z,2026-05-31T23:59:59Z
APP-0000317,CAND-0000306,REQ-2025-00003,2025-05-14,sourced,rejected,screen,2025-05-20,,not_qualified,2025-05-20T16:17:26Z,2026-05-31T23:59:59Z
APP-0000318,CAND-0000307,REQ-2025-00003,2025-05-15,referral,withdrawn,review,,2025-05-21,accepted_other_offer,2025-05-21T19:41:59Z,2026-05-31T23:59:59Z
APP-0000319,CAND-0000308,REQ-2025-00003,2025-05-19,referral,rejected,review,2025-05-22,,not_qualified,2025-05-22T11:52:49Z,2026-05-31T23:59:59Z
APP-0000320,CAND-0000309,REQ-2025-00003,2025-05-19,linkedin,rejected,review,2025-05-21,,not_qualified,2025-05-21T16:51:02Z,2026-05-31T23:59:59Z
